data_size, chunk_size, N, K, chosen_nodes
70.199997, 11.699999, 10, 6, 1 6 7 9 2 0 3 8 4 5 
51.400002, 8.566667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
62.700001, 10.450000, 10, 6, 1 6 7 9 2 0 3 8 4 5 
135.899994, 22.649999, 10, 6, 1 6 7 9 2 0 3 8 4 5 
73.099998, 12.183333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
161.300003, 26.883334, 10, 6, 1 6 7 9 2 0 3 8 4 5 
73.699997, 12.283333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
188.300003, 31.383334, 10, 6, 1 6 7 9 2 0 3 8 4 5 
2.200000, 0.366667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
155.699997, 25.949999, 10, 6, 1 6 7 9 2 0 3 8 4 5 
121.099998, 20.183333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
187.199997, 31.199999, 10, 6, 1 6 7 9 2 0 3 8 4 5 
213.899994, 35.649999, 10, 6, 1 6 7 9 2 0 3 8 4 5 
52.099998, 8.683333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
131.199997, 21.866666, 10, 6, 1 6 7 9 2 0 3 8 4 5 
2.100000, 0.350000, 10, 6, 1 6 7 9 2 0 3 8 4 5 
191.500000, 31.916667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
121.000000, 20.166667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
49.400002, 8.233334, 10, 6, 1 6 7 9 2 0 3 8 4 5 
137.300003, 22.883334, 10, 6, 1 6 7 9 2 0 3 8 4 5 
72.300003, 12.050001, 10, 6, 1 6 7 9 2 0 3 8 4 5 
73.800003, 12.300001, 10, 6, 1 6 7 9 2 0 3 8 4 5 
32.299999, 5.383333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
17.200001, 2.866667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
266.700012, 44.450002, 10, 6, 1 6 7 9 2 0 3 8 4 5 
243.300003, 40.550001, 10, 6, 1 6 7 9 2 0 3 8 4 5 
11.900000, 1.983333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
120.500000, 20.083333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
2.400000, 0.400000, 10, 6, 1 6 7 9 2 0 3 8 4 5 
152.199997, 25.366666, 10, 6, 1 6 7 9 2 0 3 8 4 5 
157.100006, 26.183334, 10, 6, 1 6 7 9 2 0 3 8 4 5 
189.500000, 31.583333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
121.400002, 20.233334, 10, 6, 1 6 7 9 2 0 3 8 4 5 
196.399994, 32.733332, 10, 6, 1 6 7 9 2 0 3 8 4 5 
2.100000, 0.350000, 10, 6, 1 6 7 9 2 0 3 8 4 5 
68.800003, 11.466667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
247.000000, 41.166667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
2.200000, 0.366667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
133.300003, 22.216667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
191.699997, 31.949999, 10, 6, 1 6 7 9 2 0 3 8 4 5 
2.100000, 0.350000, 10, 6, 1 6 7 9 2 0 3 8 4 5 
213.199997, 35.533333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
124.099998, 20.683333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
138.199997, 23.033333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
52.299999, 8.716667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
48.599998, 8.100000, 10, 6, 1 6 7 9 2 0 3 8 4 5 
146.500000, 24.416667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
70.500000, 11.750000, 10, 6, 1 6 7 9 2 0 3 8 4 5 
74.300003, 12.383334, 10, 6, 1 6 7 9 2 0 3 8 4 5 
51.700001, 8.616667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
2.500000, 0.416667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
154.600006, 25.766668, 10, 6, 1 6 7 9 2 0 3 8 4 5 
67.800003, 11.300001, 10, 6, 1 6 7 9 2 0 3 8 4 5 
158.300003, 26.383334, 10, 6, 1 6 7 9 2 0 3 8 4 5 
192.300003, 32.050001, 10, 6, 1 6 7 9 2 0 3 8 4 5 
132.699997, 22.116666, 10, 6, 1 6 7 9 2 0 3 8 4 5 
2.200000, 0.366667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
124.599998, 20.766666, 10, 6, 1 6 7 9 2 0 3 8 4 5 
227.000000, 37.833333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
134.500000, 22.416667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
212.800003, 35.466667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
124.400002, 20.733334, 10, 6, 1 6 7 9 2 0 3 8 4 5 
2.300000, 0.383333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
188.600006, 31.433334, 10, 6, 1 6 7 9 2 0 3 8 4 5 
184.800003, 30.800001, 10, 6, 1 6 7 9 2 0 3 8 4 5 
133.800003, 22.300001, 10, 6, 1 6 7 9 2 0 3 8 4 5 
2.200000, 0.366667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
67.099998, 11.183333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
74.199997, 12.366666, 10, 6, 1 6 7 9 2 0 3 8 4 5 
50.299999, 8.383333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
146.800003, 24.466667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
67.400002, 11.233334, 10, 6, 1 6 7 9 2 0 3 8 4 5 
80.699997, 13.449999, 10, 6, 1 6 7 9 2 0 3 8 4 5 
73.800003, 12.300001, 10, 6, 1 6 7 9 2 0 3 8 4 5 
2.400000, 0.400000, 10, 6, 1 6 7 9 2 0 3 8 4 5 
149.300003, 24.883334, 10, 6, 1 6 7 9 2 0 3 8 4 5 
154.199997, 25.699999, 10, 6, 1 6 7 9 2 0 3 8 4 5 
184.000000, 30.666667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
134.600006, 22.433334, 10, 6, 1 6 7 9 2 0 3 8 4 5 
2.300000, 0.383333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
2.500000, 0.416667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
139.399994, 23.233332, 10, 6, 1 6 7 9 2 0 3 8 4 5 
140.699997, 23.449999, 10, 6, 1 6 7 9 2 0 3 8 4 5 
116.099998, 19.350000, 10, 6, 1 6 7 9 2 0 3 8 4 5 
213.199997, 35.533333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
132.199997, 22.033333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
2.400000, 0.400000, 10, 6, 1 6 7 9 2 0 3 8 4 5 
185.600006, 30.933334, 10, 6, 1 6 7 9 2 0 3 8 4 5 
185.800003, 30.966667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
236.699997, 39.449999, 10, 6, 1 6 7 9 2 0 3 8 4 5 
73.599998, 12.266666, 10, 6, 1 6 7 9 2 0 3 8 4 5 
58.299999, 9.716667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
78.099998, 13.016666, 10, 6, 1 6 7 9 2 0 3 8 4 5 
149.600006, 24.933334, 10, 6, 1 6 7 9 2 0 3 8 4 5 
128.800003, 21.466667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
86.599998, 14.433333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
50.200001, 8.366667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
144.699997, 24.116666, 10, 6, 1 6 7 9 2 0 3 8 4 5 
70.000000, 11.666667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
159.699997, 26.616666, 10, 6, 1 6 7 9 2 0 3 8 4 5 
189.800003, 31.633334, 10, 6, 1 6 7 9 2 0 3 8 4 5 
132.399994, 22.066666, 10, 6, 1 6 7 9 2 0 3 8 4 5 
2.100000, 0.350000, 10, 6, 1 6 7 9 2 0 3 8 4 5 
2.400000, 0.400000, 10, 6, 1 6 7 9 2 0 3 8 4 5 
246.100006, 41.016668, 10, 6, 1 6 7 9 2 0 3 8 4 5 
123.300003, 20.550001, 10, 6, 1 6 7 9 2 0 3 8 4 5 
139.100006, 23.183334, 10, 6, 1 6 7 9 2 0 3 8 4 5 
190.699997, 31.783333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
2.400000, 0.400000, 10, 6, 1 6 7 9 2 0 3 8 4 5 
138.000000, 23.000000, 10, 6, 1 6 7 9 2 0 3 8 4 5 
2.200000, 0.366667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
116.300003, 19.383334, 10, 6, 1 6 7 9 2 0 3 8 4 5 
214.300003, 35.716667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
183.899994, 30.649999, 10, 6, 1 6 7 9 2 0 3 8 4 5 
56.299999, 9.383333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
161.500000, 26.916667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
73.699997, 12.283333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
49.500000, 8.250000, 10, 6, 1 6 7 9 2 0 3 8 4 5 
133.800003, 22.300001, 10, 6, 1 6 7 9 2 0 3 8 4 5 
86.800003, 14.466667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
146.000000, 24.333333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
133.500000, 22.250000, 10, 6, 1 6 7 9 2 0 3 8 4 5 
2.400000, 0.400000, 10, 6, 1 6 7 9 2 0 3 8 4 5 
143.899994, 23.983332, 10, 6, 1 6 7 9 2 0 3 8 4 5 
69.000000, 11.500000, 10, 6, 1 6 7 9 2 0 3 8 4 5 
153.100006, 25.516668, 10, 6, 1 6 7 9 2 0 3 8 4 5 
181.300003, 30.216667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
178.000000, 29.666667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
2.200000, 0.366667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
133.899994, 22.316666, 10, 6, 1 6 7 9 2 0 3 8 4 5 
250.000000, 41.666667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
146.100006, 24.350001, 10, 6, 1 6 7 9 2 0 3 8 4 5 
212.600006, 35.433334, 10, 6, 1 6 7 9 2 0 3 8 4 5 
118.300003, 19.716667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
183.300003, 30.550001, 10, 6, 1 6 7 9 2 0 3 8 4 5 
140.699997, 23.449999, 10, 6, 1 6 7 9 2 0 3 8 4 5 
2.500000, 0.416667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
2.300000, 0.383333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
163.199997, 27.199999, 10, 6, 1 6 7 9 2 0 3 8 4 5 
73.099998, 12.183333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
65.099998, 10.850000, 10, 6, 1 6 7 9 2 0 3 8 4 5 
149.399994, 24.899999, 10, 6, 1 6 7 9 2 0 3 8 4 5 
127.099998, 21.183333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
87.800003, 14.633334, 10, 6, 1 6 7 9 2 0 3 8 4 5 
50.299999, 8.383333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
2.400000, 0.400000, 10, 6, 1 6 7 9 2 0 3 8 4 5 
159.600006, 26.600001, 10, 6, 1 6 7 9 2 0 3 8 4 5 
164.399994, 27.399999, 10, 6, 1 6 7 9 2 0 3 8 4 5 
182.600006, 30.433334, 10, 6, 1 6 7 9 2 0 3 8 4 5 
191.800003, 31.966667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
135.100006, 22.516668, 10, 6, 1 6 7 9 2 0 3 8 4 5 
2.200000, 0.366667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
66.099998, 11.016666, 10, 6, 1 6 7 9 2 0 3 8 4 5 
134.699997, 22.449999, 10, 6, 1 6 7 9 2 0 3 8 4 5 
128.600006, 21.433334, 10, 6, 1 6 7 9 2 0 3 8 4 5 
212.800003, 35.466667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
130.100006, 21.683334, 10, 6, 1 6 7 9 2 0 3 8 4 5 
2.400000, 0.400000, 10, 6, 1 6 7 9 2 0 3 8 4 5 
183.699997, 30.616666, 10, 6, 1 6 7 9 2 0 3 8 4 5 
138.399994, 23.066666, 10, 6, 1 6 7 9 2 0 3 8 4 5 
2.400000, 0.400000, 10, 6, 1 6 7 9 2 0 3 8 4 5 
245.800003, 40.966667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
74.500000, 12.416667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
63.200001, 10.533333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
178.199997, 29.699999, 10, 6, 1 6 7 9 2 0 3 8 4 5 
147.899994, 24.649999, 10, 6, 1 6 7 9 2 0 3 8 4 5 
134.000000, 22.333333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
87.599998, 14.600000, 10, 6, 1 6 7 9 2 0 3 8 4 5 
49.299999, 8.216667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
131.399994, 21.899999, 10, 6, 1 6 7 9 2 0 3 8 4 5 
2.300000, 0.383333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
135.800003, 22.633334, 10, 6, 1 6 7 9 2 0 3 8 4 5 
65.400002, 10.900000, 10, 6, 1 6 7 9 2 0 3 8 4 5 
161.300003, 26.883334, 10, 6, 1 6 7 9 2 0 3 8 4 5 
179.899994, 29.983332, 10, 6, 1 6 7 9 2 0 3 8 4 5 
2.300000, 0.383333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
188.899994, 31.483332, 10, 6, 1 6 7 9 2 0 3 8 4 5 
253.399994, 42.233332, 10, 6, 1 6 7 9 2 0 3 8 4 5 
149.199997, 24.866666, 10, 6, 1 6 7 9 2 0 3 8 4 5 
135.399994, 22.566666, 10, 6, 1 6 7 9 2 0 3 8 4 5 
136.000000, 22.666667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
206.500000, 34.416667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
119.000000, 19.833333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
2.500000, 0.416667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
183.600006, 30.600001, 10, 6, 1 6 7 9 2 0 3 8 4 5 
2.700000, 0.450000, 10, 6, 1 6 7 9 2 0 3 8 4 5 
73.900002, 12.316667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
65.400002, 10.900000, 10, 6, 1 6 7 9 2 0 3 8 4 5 
182.600006, 30.433334, 10, 6, 1 6 7 9 2 0 3 8 4 5 
50.700001, 8.450000, 10, 6, 1 6 7 9 2 0 3 8 4 5 
135.300003, 22.550001, 10, 6, 1 6 7 9 2 0 3 8 4 5 
89.300003, 14.883334, 10, 6, 1 6 7 9 2 0 3 8 4 5 
152.899994, 25.483332, 10, 6, 1 6 7 9 2 0 3 8 4 5 
153.899994, 25.649999, 10, 6, 1 6 7 9 2 0 3 8 4 5 
125.000000, 20.833333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
136.100006, 22.683334, 10, 6, 1 6 7 9 2 0 3 8 4 5 
2.300000, 0.383333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
148.100006, 24.683334, 10, 6, 1 6 7 9 2 0 3 8 4 5 
69.400002, 11.566667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
158.800003, 26.466667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
183.399994, 30.566666, 10, 6, 1 6 7 9 2 0 3 8 4 5 
199.699997, 33.283333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
191.399994, 31.899999, 10, 6, 1 6 7 9 2 0 3 8 4 5 
2.100000, 0.350000, 10, 6, 1 6 7 9 2 0 3 8 4 5 
2.400000, 0.400000, 10, 6, 1 6 7 9 2 0 3 8 4 5 
245.600006, 40.933334, 10, 6, 1 6 7 9 2 0 3 8 4 5 
137.899994, 22.983332, 10, 6, 1 6 7 9 2 0 3 8 4 5 
127.500000, 21.250000, 10, 6, 1 6 7 9 2 0 3 8 4 5 
124.900002, 20.816667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
2.300000, 0.383333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
184.899994, 30.816666, 10, 6, 1 6 7 9 2 0 3 8 4 5 
132.500000, 22.083333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
73.400002, 12.233334, 10, 6, 1 6 7 9 2 0 3 8 4 5 
64.300003, 10.716667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
168.800003, 28.133334, 10, 6, 1 6 7 9 2 0 3 8 4 5 
154.800003, 25.800001, 10, 6, 1 6 7 9 2 0 3 8 4 5 
85.599998, 14.266666, 10, 6, 1 6 7 9 2 0 3 8 4 5 
127.800003, 21.300001, 10, 6, 1 6 7 9 2 0 3 8 4 5 
50.200001, 8.366667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
150.300003, 25.050001, 10, 6, 1 6 7 9 2 0 3 8 4 5 
80.599998, 13.433333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
169.100006, 28.183334, 10, 6, 1 6 7 9 2 0 3 8 4 5 
190.199997, 31.699999, 10, 6, 1 6 7 9 2 0 3 8 4 5 
149.899994, 24.983332, 10, 6, 1 6 7 9 2 0 3 8 4 5 
188.500000, 31.416667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
2.600000, 0.433333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
2.300000, 0.383333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
2.800000, 0.466667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
256.600006, 42.766668, 10, 6, 1 6 7 9 2 0 3 8 4 5 
147.199997, 24.533333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
134.500000, 22.416667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
214.500000, 35.750000, 10, 6, 1 6 7 9 2 0 3 8 4 5 
189.600006, 31.600001, 10, 6, 1 6 7 9 2 0 3 8 4 5 
2.800000, 0.466667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
122.599998, 20.433333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
138.199997, 23.033333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
74.300003, 12.383334, 10, 6, 1 6 7 9 2 0 3 8 4 5 
66.099998, 11.016666, 10, 6, 1 6 7 9 2 0 3 8 4 5 
164.000000, 27.333333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
50.799999, 8.466667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
133.000000, 22.166667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
89.000000, 14.833333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
172.300003, 28.716667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
151.300003, 25.216667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
2.800000, 0.466667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
156.699997, 26.116666, 10, 6, 1 6 7 9 2 0 3 8 4 5 
83.900002, 13.983334, 10, 6, 1 6 7 9 2 0 3 8 4 5 
174.000000, 29.000000, 10, 6, 1 6 7 9 2 0 3 8 4 5 
185.199997, 30.866666, 10, 6, 1 6 7 9 2 0 3 8 4 5 
195.000000, 32.500000, 10, 6, 1 6 7 9 2 0 3 8 4 5 
2.500000, 0.416667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
139.899994, 23.316666, 10, 6, 1 6 7 9 2 0 3 8 4 5 
3.100000, 0.516667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
258.500000, 43.083333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
153.100006, 25.516668, 10, 6, 1 6 7 9 2 0 3 8 4 5 
135.800003, 22.633334, 10, 6, 1 6 7 9 2 0 3 8 4 5 
215.699997, 35.949999, 10, 6, 1 6 7 9 2 0 3 8 4 5 
189.800003, 31.633334, 10, 6, 1 6 7 9 2 0 3 8 4 5 
2.900000, 0.483333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
117.199997, 19.533333, 10, 6, 1 6 7 9 2 0 3 8 4 5 
74.800003, 12.466667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
63.700001, 10.616667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
170.800003, 28.466667, 10, 6, 1 6 7 9 2 0 3 8 4 5 
