id,size,Relative Time (s),time_spent,Access Type
62,0.2094984054565429,332,0,2
21,0.0492820739746093,334,0,2
63,6197.582957267761,334,0,2
22,3868.282464981079,335,0,2
63,6197.582957267761,338,0,1
64,6197.587115287781,345,0,2
5,0.0003852844238281,348,0,1
64,6197.587115287781,352,0,1
63,6197.582957267761,353,0,1
63,6197.582957267761,360,0,1
30,9.5367431640625e-07,362,0,1
65,1164.6816682815552,364,0,2
63,6197.582957267761,365,0,1
9,0.0001983642578125,367,0,1
63,6197.582957267761,371,0,1
20,0.0002880096435546,377,0,1
66,27.01454734802246,379,0,2
23,0.0040206909179687,382,0,2
30,9.5367431640625e-07,388,0,1
67,16.98379611968994,392,0,2
68,17.405254364013672,396,0,2
20,0.0002880096435546,397,0,1
69,4.450741767883301,402,0,2
70,2.254505157470703,404,0,2
71,0.0059127807617187,406,0,2
72,0.2080116271972656,410,0,2
74,20.60415267944336,411,0,2
73,209.2103977203369,411,0,2
5,0.0003852844238281,414,0,1
7,2.091486930847168,414,0,2
75,268.43421745300293,426,0,2
24,120.94161796569824,428,0,2
5,0.0003852844238281,438,0,1
8,0.963303565979004,438,0,2
77,238043.9733686447,444,0,2
76,15.09641933441162,444,0,2
48,445451.3784790039,447,0,1
9,0.0186491012573242,448,0,2
25,87589.22019958496,453,0,2
54,4.037049293518066,454,0,1
78,187.95823001861567,455,0,2
20,0.0002880096435546,457,0,1
26,42.01416206359863,460,0,2
79,1.0212020874023438,463,0,2
80,0.0215101242065429,465,0,2
27,75392.68696975708,465,0,2
81,745098.9135713577,469,0,2
82,16.48841381072998,471,0,2
83,12.417476654052734,472,0,2
84,10.62136173248291,472,0,2
85,3555.3649139404297,473,0,2
86,2267.520842552185,476,0,2
20,0.0002880096435546,487,0,1
87,103.18253993988036,487,0,2
88,152989.88879680634,490,0,2
28,1322.8034772872925,496,0,2
29,0.0036544799804687,504,0,2
89,16.967880249023438,505,0,2
90,17.99044132232666,506,0,2
91,17.684346199035645,506,0,2
92,0.4403324127197265,514,0,2
5,0.0003852844238281,521,0,1
93,1516.994556427002,522,0,2
94,10.62936019897461,523,0,2
96,0.4020700454711914,533,0,2
95,637148.077917099,533,0,2
97,0.1418352127075195,536,0,2
98,37878.4430103302,539,0,2
30,0.4230594635009765,548,0,2
99,134.04080295562744,551,0,2
100,17563.453840255737,551,0,2
31,453.2764415740967,556,0,2
101,0.0024318695068359,557,0,2
10,0.9232940673828124,560,0,2
102,377.9868803024292,560,0,2
103,229026.16953277588,565,0,2
32,9.918212890625e-05,565,0,2
104,18.07312297821045,566,0,2
33,0.0492916107177734,567,0,2
20,0.0002880096435546,569,0,1
105,7621.7963790893555,576,0,2
5,0.0003852844238281,576,0,1
106,0.0010318756103515,581,0,2
107,528.9131088256836,587,0,2
108,219955.80956935883,593,0,2
109,5.44200325012207,593,0,2
30,9.5367431640625e-07,600,0,1
110,5.518857955932617,602,0,2
5,0.0003852844238281,606,0,1
111,219399.7772245407,608,0,2
34,9194.81212234497,613,0,2
10,0.9232940673828124,617,0,1
112,201595.8200111389,621,0,2
20,0.0002880096435546,622,0,1
30,9.5367431640625e-07,628,0,1
87,103.18253993988036,629,0,1
35,0.3545083999633789,633,0,2
32,9.918212890625e-05,635,0,1
113,229641.2003936768,638,0,2
114,51021.62731266022,645,0,2
115,445.79806900024414,646,0,2
20,0.0002880096435546,649,0,1
10,0.9232940673828124,649,0,1
36,0.0492095947265625,665,0,2
5,0.0003852844238281,665,0,1
37,0.0038375854492187,672,0,2
11,0.0157604217529296,675,0,2
116,0.0211906433105468,679,0,2
117,221263.9422826767,682,0,2
61,56048.673025131226,687,0,1
38,0.0005397796630859,693,0,2
39,432.1414737701416,699,0,2
40,0.4649190902709961,700,0,2
54,4.037049293518066,703,0,1
5,0.0003852844238281,707,0,1
118,466.1760005950928,708,0,2
119,260.58362102508545,709,0,2
99,134.04080295562744,709,0,1
119,260.58362102508545,714,0,1
120,0.0014944076538085,716,0,2
121,0.9946660995483398,718,0,2
20,0.0002880096435546,718,0,1
122,3.930540084838867,720,0,2
124,0.000131607055664,722,0,2
125,0.5340108871459961,722,0,2
123,0.0001192092895507,722,0,2
36,0.0492095947265625,735,0,1
126,2485.687491416931,743,0,2
127,269.9018840789795,745,0,2
128,98.1565752029419,746,0,2
20,0.0002880096435546,751,0,1
129,0.0027284622192382,752,0,2
41,8.58306884765625e-06,753,0,2
5,0.0003852844238281,757,0,1
42,0.0037765502929687,764,0,2
130,5.192366600036621,766,0,2
131,2.2633581161499023,769,0,2
43,22.378557205200195,770,0,2
44,3479.3462324142456,772,0,2
132,37.904398918151855,777,0,2
133,26686.11940383911,787,0,2
5,0.0003852844238281,789,0,1
134,0.2085733413696289,789,0,2
135,84.50918579101562,790,0,2
45,61.60077095031738,793,0,2
46,3479.8637924194336,798,0,2
20,0.0002880096435546,805,0,1
136,17.611804962158203,809,0,2
137,0.0005159378051757,817,0,2
36,0.0492095947265625,818,0,1
138,0.0188064575195312,821,0,2
47,14.015666007995604,827,0,2
139,476.2180757522583,839,0,2
140,1167.2856903076172,839,0,2
30,9.5367431640625e-07,840,0,1
141,0.0749092102050781,843,0,2
20,0.0002880096435546,844,0,1
5,0.0003852844238281,844,0,1
142,466.1935358047485,852,0,2
48,0.253875732421875,856,0,2
143,0.1526527404785156,865,0,2
144,0.0004653930664062,869,0,2
30,9.5367431640625e-07,871,0,1
145,203.20404434204104,879,0,2
147,0.0001220703125,880,0,2
146,101.57113265991212,880,0,2
49,6286.089464187622,881,0,2
148,356826.3305749893,881,0,2
12,0.0591583251953125,881,0,2
5,0.0003852844238281,884,0,1
149,639.942624092102,885,0,2
50,17.72532367706299,894,0,2
150,229833.5568933487,895,0,2
20,0.0002880096435546,898,0,1
151,0.0265827178955078,904,0,2
152,11.859481811523438,915,0,2
51,0.0042858123779296,927,0,2
20,0.0002880096435546,932,0,1
54,4.037049293518066,932,0,1
4,0.009765625,938,0,1
5,0.0003852844238281,939,0,1
153,0.0028390884399414,941,0,2
154,2.054759979248047,942,0,2
36,0.0492095947265625,944,0,1
155,0.0001344680786132,945,0,2
156,16.19919490814209,947,0,2
157,0.0215082168579101,958,0,2
158,10.33781909942627,969,0,2
5,0.0003852844238281,971,0,1
159,28.59624671936035,976,0,2
160,0.0003013610839843,977,0,2
161,17.712984085083008,978,0,2
20,0.0002880096435546,983,0,1
162,785.2551193237305,985,0,2
163,834.498462677002,986,0,2
164,0.6088485717773438,993,0,2
165,0.0063056945800781,998,0,2
52,0.0,1000,0,2
166,3.9013242721557617,1001,0,2
167,70058.84116744995,1004,0,2
168,0.3998336791992187,1005,0,2
169,63.75515174865723,1014,0,2
20,0.0002880096435546,1014,0,1
158,10.33781909942627,1014,0,1
170,13.821864128112791,1017,0,2
5,0.0003852844238281,1021,0,1
171,2363.997665405273,1023,0,2
172,28989.296570777893,1024,0,2
173,0.0007438659667968,1025,0,2
174,226161.39602661133,1026,0,2
176,1.699915885925293,1027,0,2
177,0.4373083114624023,1027,0,2
175,0.4650526046752929,1027,0,2
52,0.0,1028,0,1
179,266.9135627746582,1030,0,2
178,221945.87981987,1030,0,2
180,5.541221618652344,1031,0,2
181,37812.29485988617,1033,0,2
53,2151.933401107788,1038,0,2
182,14.867161750793455,1040,0,2
183,3923.2221632003775,1042,0,2
184,0.0007486343383789,1043,0,2
185,39.91950988769531,1044,0,2
186,9.918212890625e-05,1048,0,2
187,16.876218795776367,1051,0,2
5,0.0003852844238281,1054,0,1
188,0.0001029968261718,1059,0,2
188,0.0001029968261718,1059,0,1
189,223844.7265367508,1060,0,2
13,0.0467357635498046,1063,0,2
20,0.0002880096435546,1064,0,1
190,9362.59425830841,1066,0,2
191,0.0007610321044921,1072,0,2
192,2.2400264739990234,1073,0,2
193,50221.51226329804,1074,0,2
194,0.0014581680297851,1078,0,2
14,9798.804377555847,1079,0,2
32,9.918212890625e-05,1080,0,1
30,9.5367431640625e-07,1083,0,1
195,0.0010480880737304,1085,0,2
196,10.56574535369873,1091,0,2
197,0.0007839202880859,1092,0,2
198,1.4969806671142578,1093,0,2
199,479.1883211135864,1095,0,2
200,222093.2392501831,1096,0,2
20,0.0002880096435546,1104,0,1
5,0.0003852844238281,1106,0,1
201,0.0003337860107421,1106,0,2
30,9.5367431640625e-07,1107,0,1
202,18.342616081237797,1108,0,2
36,0.0492095947265625,1109,0,1
203,0.0009050369262695,1120,0,2
140,1167.2856903076172,1124,0,1
204,0.0009059906005859,1125,0,2
13,0.0467357635498046,1131,0,1
54,0.0004787445068359,1132,0,2
205,1.5010309219360352,1134,0,2
15,4555.191623687744,1136,0,2
16,0.0040321350097656,1138,0,2
206,0.0004777908325195,1140,0,2
55,333.1308994293213,1148,0,2
5,0.0003852844238281,1150,0,1
20,0.0002880096435546,1151,0,1
207,922.900520324707,1154,0,2
208,0.0006904602050781,1156,0,2
209,0.0001173019409179,1158,0,2
56,0.0002059936523437,1161,0,2
13,0.0467357635498046,1165,0,1
210,0.0006942749023437,1168,0,2
211,0.0001001358032226,1171,0,2
54,4.037049293518066,1173,0,1
212,565.9167490005493,1176,0,2
213,10.962359428405762,1181,0,2
17,0.0,1185,0,2
214,0.8946952819824219,1186,0,2
5,0.0003852844238281,1187,0,1
215,29.63469886779785,1187,0,2
216,23360.74585056305,1189,0,2
217,0.2087583541870117,1190,0,2
218,223627.68323135376,1191,0,2
219,7.863306045532227,1193,0,2
20,0.0002880096435546,1195,0,1
220,18.344072341918945,1195,0,2
57,589.7682161331177,1210,0,2
18,0.0226955413818359,1213,0,2
221,0.0040464401245117,1225,0,2
222,155.9782657623291,1230,0,2
5,0.0003852844238281,1232,0,1
223,0.0342903137207031,1232,0,2
17,0.0,1236,0,1
224,394.9135627746582,1237,0,2
20,0.0002880096435546,1239,0,1
225,0.0001163482666015,1249,0,2
58,0.0672245025634765,1249,0,2
36,0.0492095947265625,1255,0,1
226,0.0013065338134765,1256,0,2
227,0.0019264221191406,1268,0,2
228,228311.7740020752,1268,0,2
5,0.0003852844238281,1277,0,1
229,0.5569534301757812,1278,0,2
30,9.5367431640625e-07,1278,0,1
230,10.683027267456056,1280,0,2
20,0.0002880096435546,1281,0,1
231,1.0838394165039062,1282,0,2
232,17.620956420898438,1295,0,2
234,5.582067489624023,1301,0,2
233,0.4442481994628906,1301,0,2
32,9.918212890625e-05,1311,0,1
235,1.811017990112305,1313,0,2
59,8.869171142578125e-05,1317,0,2
5,0.0003852844238281,1318,0,1
20,0.0002880096435546,1321,0,1
236,66.859055519104,1321,0,2
60,6.67572021484375e-06,1327,0,2
237,0.21502685546875,1331,0,2
238,107814.3359451294,1336,0,2
239,205963.4799671173,1337,0,2
4,0.009765625,1338,0,1
240,43.02878379821777,1342,0,2
241,5.305224418640137,1347,0,2
30,9.5367431640625e-07,1348,0,1
242,17.78977108001709,1349,0,2
243,3003.106676101685,1351,0,2
244,0.5037775039672852,1351,0,2
245,0.0001296997070312,1352,0,2
32,9.918212890625e-05,1356,0,1
246,0.0781364440917968,1356,0,2
61,9.250640869140624e-05,1357,0,2
5,0.0003852844238281,1357,0,1
20,0.0002880096435546,1363,0,1
247,0.0215063095092773,1368,0,2
19,21.97467422485352,1371,0,2
62,0.0001001358032226,1372,0,2
248,10.741218566894531,1372,0,2
32,9.918212890625e-05,1375,0,1
249,14.66191577911377,1375,0,2
250,107800.28319835664,1379,0,2
251,204.80537605285645,1381,0,2
252,55.66614055633545,1386,0,2
36,0.0492095947265625,1388,0,1
60,6.67572021484375e-06,1389,0,1
253,16.028812408447266,1392,0,2
254,0.0525760650634765,1393,0,2
255,0.0530529022216796,1396,0,2
256,51710.4723777771,1397,0,2
63,11.120458602905272,1397,0,2
64,3689.768316268921,1398,0,2
66,51611.707036972046,1399,0,2
65,4.945666313171387,1399,0,2
20,0.0002880096435546,1400,0,1
67,2086.879602432251,1400,0,2
69,49.28761100769043,1401,0,2
68,0.0439491271972656,1401,0,2
32,9.918212890625e-05,1402,0,1
5,0.0003852844238281,1403,0,1
20,1.0336990356445312,1404,0,2
70,272.2666311264038,1404,0,2
54,4.037049293518066,1412,0,1
32,9.918212890625e-05,1413,0,1
32,9.918212890625e-05,1425,0,1
257,232354.1457414627,1432,0,2
5,0.0003852844238281,1437,0,1
32,9.918212890625e-05,1439,0,1
258,37748.77742481232,1441,0,2
71,0.0001029968261718,1442,0,2
259,0.1720170974731445,1444,0,2
21,0.7671689987182617,1447,0,2
260,0.1263914108276367,1448,0,2
20,0.0002880096435546,1451,0,1
261,4461.831517219544,1453,0,2
262,53621.25819396973,1458,0,2
263,938.6550521850586,1458,0,2
264,43.742286682128906,1459,0,2
265,0.0001287460327148,1461,0,2
266,32376.48191356659,1464,0,2
267,919.866065979004,1466,0,2
32,9.918212890625e-05,1471,0,1
268,234722.2026729584,1475,0,2
22,0.1528701782226562,1476,0,2
269,1026.279143333435,1478,0,2
20,0.0002880096435546,1482,0,1
270,2.296611785888672,1487,0,2
271,326386.19417858124,1489,0,2
272,2.2832698822021484,1491,0,2
5,0.0003852844238281,1492,0,1
4,0.009765625,1493,0,1
273,2.2623538970947266,1496,0,2
274,1.2671537399291992,1497,0,2
60,6.67572021484375e-06,1499,0,1
275,8.606412887573242,1511,0,2
43,0.4295072555541992,1512,0,1
5,0.0003852844238281,1520,0,1
72,0.0003767013549804,1536,0,2
43,0.4295072555541992,1539,0,1
20,0.0002880096435546,1542,0,1
73,0.0084114074707031,1544,0,2
74,0.0001049041748046,1545,0,2
276,140.93552494049072,1545,0,2
75,416.48945331573486,1549,0,2
277,16.706314086914062,1560,0,2
30,9.5367431640625e-07,1560,0,1
265,0.0001287460327148,1565,0,1
20,0.0002880096435546,1568,0,1
278,0.0796537399291992,1574,0,2
5,0.0003852844238281,1577,0,1
30,9.5367431640625e-07,1587,0,1
279,348233.94832611084,1588,0,2
36,0.0492095947265625,1588,0,1
76,5.7220458984375e-06,1595,0,2
280,637.0355968475342,1597,0,2
281,56.90219497680664,1599,0,2
282,0.6789073944091797,1601,0,2
283,5.204550743103027,1603,0,2
5,0.0003852844238281,1603,0,1
52,0.0,1608,0,1
284,17.414179801940918,1608,0,2
285,75.09959602355957,1611,0,2
286,224611.68052101132,1612,0,2
287,1662556.695159912,1614,0,2
288,229697.2926263809,1614,0,2
23,0.130472183227539,1616,0,2
23,0.130472183227539,1620,0,1
20,0.0002880096435546,1622,0,1
289,5.458222389221191,1624,0,2
290,383595.345448494,1635,0,2
292,2526.7500143051147,1637,0,2
291,352.45294189453125,1637,0,2
4,0.009765625,1641,0,1
54,4.037049293518066,1650,0,1
24,995.4443254470824,1651,0,2
293,202418.78108406067,1652,0,2
77,9.822845458984376e-05,1652,0,2
20,0.0002880096435546,1655,0,1
5,0.0003852844238281,1659,0,1
61,9.250640869140624e-05,1660,0,1
78,0.000197410583496,1672,0,2
60,6.67572021484375e-06,1675,0,1
23,0.130472183227539,1676,0,1
294,51587.90893173218,1677,0,2
79,0.4848146438598633,1680,0,2
295,4.0334882736206055,1692,0,2
5,0.0003852844238281,1694,0,1
25,0.0189390182495117,1697,0,2
296,1.380457878112793,1698,0,2
297,16.21246337890625,1700,0,2
298,0.0001258850097656,1703,0,2
299,323.983998298645,1705,0,2
300,0.0045595169067382,1712,0,2
80,0.0001068115234375,1721,0,2
301,9.612950325012209,1724,0,2
302,358202.86170578003,1726,0,2
33,0.0492916107177734,1728,0,1
20,0.0002880096435546,1730,0,1
303,0.0053443908691406,1730,0,2
47,14.015666007995604,1730,0,1
304,20802.59893512726,1732,0,2
305,0.0001373291015625,1734,0,2
76,5.7220458984375e-06,1741,0,1
306,342493.7870349884,1746,0,2
307,252835.0328502655,1750,0,2
20,0.0002880096435546,1758,0,1
308,0.1163644790649414,1758,0,2
309,9566.305503845217,1762,0,2
310,335721.65034389496,1762,0,2
311,6.123244285583496,1763,0,2
5,0.0003852844238281,1767,0,1
312,338726.1929388046,1769,0,2
313,18.168272972106934,1771,0,2
307,252835.0328502655,1775,0,1
297,16.21246337890625,1783,0,1
81,0.0001087188720703,1785,0,2
264,43.742286682128906,1785,0,1
82,8.20159912109375e-05,1786,0,2
83,4.76837158203125e-06,1794,0,2
314,0.0021743774414062,1795,0,2
5,0.0003852844238281,1800,0,1
30,9.5367431640625e-07,1802,0,1
84,0.0077648162841796,1802,0,2
315,53649.860050201416,1804,0,2
316,1205.2999773025513,1806,0,2
26,0.0107860565185546,1807,0,2
20,0.0002880096435546,1822,0,1
317,16.250649452209473,1823,0,2
318,61436.919182777405,1824,0,2
319,917.6468935012816,1825,0,2
32,9.918212890625e-05,1826,0,1
30,9.5367431640625e-07,1829,0,1
320,42.37076473236084,1834,0,2
321,48.054155349731445,1838,0,2
322,0.0215120315551757,1841,0,2
276,140.93552494049072,1844,0,1
20,0.0002880096435546,1853,0,1
85,0.0078153610229492,1854,0,2
5,0.0003852844238281,1859,0,1
71,0.0001029968261718,1859,0,1
36,0.0492095947265625,1860,0,1
323,0.0001411437988281,1875,0,2
60,6.67572021484375e-06,1878,0,1
324,9.34600830078125e-05,1883,0,2
5,0.0003852844238281,1888,0,1
325,5.467215538024902,1890,0,2
61,56048.673025131226,1890,0,1
327,352010.8664178848,1892,0,2
326,218773.76910209656,1892,0,2
86,0.4926605224609375,1900,0,2
329,0.0174465179443359,1901,0,2
328,15924.391596794128,1901,0,2
330,1.0962657928466797,1903,0,2
331,236980.8031330109,1905,0,2
20,0.0002880096435546,1910,0,1
32,9.918212890625e-05,1916,0,1
332,318363.1643447876,1917,0,2
333,63.608763694763184,1918,0,2
54,4.037049293518066,1919,0,1
334,84.0081901550293,1922,0,2
336,1.474715232849121,1924,0,2
335,0.0417699813842773,1924,0,2
337,0.5971517562866211,1925,0,2
27,7.43865966796875e-05,1925,0,2
338,222143.4552497864,1926,0,2
28,0.000101089477539,1926,0,2
29,0.0007181167602539,1926,0,2
339,353.6609354019165,1927,0,2
30,0.0509414672851562,1927,0,2
31,0.0089797973632812,1928,0,2
74,0.0001049041748046,1930,0,1
32,0.0003767013549804,1932,0,2
5,0.0003852844238281,1936,0,1
22,180627.6654949188,1937,0,1
22,180627.6654949188,1937,0,1
22,180627.6654949188,1938,0,1
22,180627.6654949188,1939,0,1
22,180627.6654949188,1939,0,1
340,347518.7369194031,1943,0,2
87,0.0001201629638671,1944,0,2
341,46755.12808227539,1944,0,2
342,37667.1532793045,1947,0,2
60,6.67572021484375e-06,1948,0,1
22,180627.6654949188,1948,0,1
343,401669.7626256943,1951,0,2
344,4816.22820854187,1954,0,2
8,8.96453857421875e-05,1963,0,1
88,5.91278076171875e-05,1966,0,2
20,0.0002880096435546,1966,0,1
89,18141.009492874146,1971,0,2
276,140.93552494049072,1973,0,1
90,0.0003814697265625,1984,0,2
345,146904.19646930695,1984,0,2
20,0.0002880096435546,1986,0,1
91,39073.69107818604,1986,0,2
92,3874.274158477783,1987,0,2
94,10788.030207633972,1988,0,2
93,3406.768132209778,1988,0,2
95,13487.672640800476,1989,0,2
346,1293.0911140441897,1991,0,2
96,8894.9664144516,1992,0,2
97,4675.694727897644,1994,0,2
347,360116.3009157181,1996,0,2
22,180627.6654949188,1997,0,1
98,2920.830735206604,1997,0,2
32,9.918212890625e-05,1999,0,1
348,0.0393733978271484,2002,0,2
80,0.0001068115234375,2002,0,1
36,0.0492095947265625,2013,0,1
5,0.0003852844238281,2015,0,1
349,48.72778415679932,2018,0,2
99,3949.039274215698,2020,0,2
100,0.4926872253417969,2022,0,2
60,6.67572021484375e-06,2024,0,1
5,0.0003852844238281,2030,0,1
30,9.5367431640625e-07,2041,0,1
350,0.0791578292846679,2050,0,2
351,0.0001077651977539,2065,0,2
101,301.23395442962646,2066,0,2
22,180627.6654949188,2070,0,1
30,9.5367431640625e-07,2070,0,1
20,0.0002880096435546,2075,0,1
352,331520.1928062439,2075,0,2
20,0.0002880096435546,2078,0,1
87,0.0001201629638671,2079,0,1
354,6.9548187255859375,2079,0,2
353,0.7110509872436523,2079,0,2
324,9.34600830078125e-05,2082,0,1
355,16.09490203857422,2084,0,2
356,45.07922172546387,2085,0,2
32,9.918212890625e-05,2086,0,1
357,15.578441619873049,2086,0,2
358,5.4835052490234375,2087,0,2
359,0.0001382827758789,2091,0,2
360,35.21788215637207,2093,0,2
361,350823.2403011322,2102,0,2
362,10.44995403289795,2104,0,2
123,0.0001192092895507,2105,0,1
5,0.0003852844238281,2112,0,1
5,0.0003852844238281,2114,0,1
223,0.0342903137207031,2115,0,1
335,0.0417699813842773,2115,0,1
363,1.1399383544921875,2122,0,2
365,1.891031265258789,2128,0,2
364,60293.63600826264,2128,0,2
366,1.8299455642700195,2129,0,2
33,0.0001201629638671,2132,0,2
54,4.037049293518066,2132,0,1
367,6197.509617805481,2134,0,2
4,0.009765625,2139,0,1
368,181.68235206604004,2141,0,2
367,6197.509617805481,2142,0,1
367,6197.509617805481,2145,0,1
367,6197.509617805481,2149,0,1
367,6197.509617805481,2152,0,1
20,0.0002880096435546,2155,0,1
243,3003.106676101685,2155,0,1
369,66.0864200592041,2156,0,2
20,0.0002880096435546,2158,0,1
367,6197.509617805481,2163,0,1
370,5.860965728759766,2170,0,2
371,6846.725498199463,2173,0,2
372,589.7407712936401,2174,0,2
348,0.0393733978271484,2174,0,1
373,46.14005947113037,2178,0,2
374,249.61667442321777,2178,0,2
36,0.0492095947265625,2179,0,1
34,0.0003423690795898,2179,0,2
5,0.0003852844238281,2191,0,1
5,0.0003852844238281,2195,0,1
375,45.40027523040772,2196,0,2
376,1020.1723880767822,2198,0,2
377,7.73476505279541,2207,0,2
378,19.01034545898437,2208,0,2
52,0.0,2211,0,1
379,16.272025108337402,2211,0,2
61,56048.673025131226,2222,0,1
380,129.10252285003662,2224,0,2
348,0.0393733978271484,2225,0,1
35,66.34129428863525,2232,0,2
88,5.91278076171875e-05,2234,0,1
102,0.0033073425292968,2238,0,2
381,81824.44692993164,2243,0,2
382,4.914668083190918,2246,0,2
383,17.7434663772583,2255,0,2
103,0.0001869201660156,2257,0,2
104,0.0002565383911132,2257,0,2
384,8.555819511413574,2264,0,2
385,3539.51638507843,2272,0,2
386,16.800501823425293,2273,0,2
36,0.0002384185791015,2274,0,2
387,205.5301113128662,2276,0,2
30,9.5367431640625e-07,2281,0,1
388,5.701770782470703,2282,0,2
389,0.0213899612426757,2285,0,2
390,0.000105857849121,2287,0,2
36,0.0492095947265625,2293,0,1
391,248226.0496330261,2298,0,2
88,5.91278076171875e-05,2301,0,1
392,11667.95585823059,2304,0,2
30,9.5367431640625e-07,2307,0,1
61,56048.673025131226,2324,0,1
393,0.0005550384521484,2325,0,2
394,46202.1512928009,2325,0,2
20,0.0002880096435546,2326,0,1
395,409.8433780670166,2326,0,2
20,0.0002880096435546,2327,0,1
88,5.91278076171875e-05,2336,0,1
396,16.798973083496094,2336,0,2
397,45.43561553955078,2340,0,2
398,5.726300239562988,2340,0,2
399,0.3506793975830078,2344,0,2
400,10.679261207580566,2344,0,2
401,4.7219438552856445,2346,0,2
402,195632.8392648697,2347,0,2
403,0.024876594543457,2348,0,2
105,0.3996801376342773,2356,0,2
404,37612.823961257935,2357,0,2
5,0.0003852844238281,2363,0,1
5,0.0003852844238281,2369,0,1
54,4.037049293518066,2371,0,1
88,5.91278076171875e-05,2389,0,1
106,7.62939453125e-05,2395,0,2
405,6.573498725891113,2404,0,2
88,5.91278076171875e-05,2416,0,1
406,0.1603631973266601,2425,0,2
88,5.91278076171875e-05,2441,0,1
407,23.005939483642575,2460,0,2
408,3.97036361694336,2464,0,2
43,0.4295072555541992,2476,0,1
33,0.0492916107177734,2482,0,1
107,276.5102863311768,2485,0,2
88,5.91278076171875e-05,2494,0,1
409,94079.60766410828,2498,0,2
43,0.4295072555541992,2499,0,1
223,0.0342903137207031,2501,0,1
410,5.075695037841797,2502,0,2
411,3.624547004699707,2506,0,2
412,15.443655014038086,2507,0,2
413,2.479031562805176,2509,0,2
414,1.971482276916504,2509,0,2
390,0.000105857849121,2509,0,1
30,9.5367431640625e-07,2520,0,1
415,260.8968801498413,2520,0,2
