Time, Size_stored
4523, 39179.799953
4523, 39332.899959
4523, 39468.699962
4523, 39684.399959
4523, 39874.199962
4523, 39877.099963
4524, 39994.299960
4524, 40069.099963
4524, 40132.799963
4524, 40303.599966
4524, 40353.799967
4524, 40486.899973
4524, 40576.499972
4823, 40740.599978
4823, 40885.599978
4823, 40888.199978
4823, 41043.299984
4823, 41119.199985
4823, 41286.299991
4823, 41479.299991
4823, 41662.499988
4823, 41806.599995
4823, 41809.099995
4823, 41812.299995
4823, 42064.999992
4823, 42224.999992
4823, 42338.499992
4823, 42520.299995
4823, 42737.900001
4823, 42740.700001
4824, 42874.200001
4824, 42949.000004
4824, 43095.200001
4824, 43145.600002
4824, 43301.200008
4824, 43394.400005
4824, 43508.600002
5123, 43569.400001
5123, 43782.400001
5123, 43784.900001
5123, 43932.099998
5123, 44097.200004
5123, 44285.800011
5123, 44414.900017
5123, 44493.500015
5123, 44620.700012
5123, 44623.200012
5123, 44626.300012
5123, 44884.400018
5123, 45037.600015
5123, 45182.800012
5123, 45301.400010
5123, 45480.200014
5123, 45482.800013
5124, 45665.300013
5124, 45738.600016
5124, 45800.200015
5124, 45857.400016
5124, 46015.300010
5124, 46139.400008
5124, 46233.400008
5423, 46410.800002
5423, 46580.900008
5423, 46663.500007
5423, 46870.100013
5423, 46872.400013
5423, 47045.200016
5423, 47252.800022
5423, 47255.100022
5423, 47257.300022
5423, 47259.900022
5423, 47503.200025
5423, 47639.200025
5423, 47754.000028
5423, 47873.200025
5423, 48005.900022
5423, 48186.800016
5424, 48320.600019
5424, 48394.200017
5424, 48461.100019
5424, 48678.600019
5424, 48817.600019
5424, 48866.000020
5424, 48990.300023
5424, 49081.400022
5723, 49170.100019
5723, 49336.900022
5723, 49401.000020
5723, 49559.900014
5723, 49760.400014
5723, 49892.800008
5723, 50086.700002
5723, 50222.899999
5723, 50334.499997
5723, 50336.999997
5723, 50578.199994
5723, 50713.399991
5723, 50826.799993
5723, 50871.799993
5723, 50873.999993
5723, 51054.699990
5723, 51056.899990
5724, 51059.199990
5724, 51132.599991
5724, 51197.399994
5724, 51416.699997
5724, 51557.800003
5724, 51646.800003
5724, 51776.900010
6023, 51823.700009
6023, 51868.300007
6023, 52029.200001
6023, 52099.300000
6023, 52249.100003
6023, 52446.300000
6023, 52587.499997
6023, 52589.799996
6023, 52725.900003
6023, 52728.100003
6023, 52730.500003
6023, 52974.399997
6023, 53110.099994
6023, 53290.999987
6023, 53400.199984
6023, 53402.399984
6023, 53523.899984
6024, 53720.899984
6024, 53795.299986
6024, 53859.999983
6024, 54078.599989
6024, 54126.899988
6024, 54254.599985
6024, 54343.499987
6323, 54482.299990
6323, 54685.899996
6323, 54751.999994
6323, 54754.299994
6323, 54923.699988
6323, 55090.399985
6323, 55224.699988
6323, 55356.699988
6323, 55490.299994
6323, 55492.499994
6323, 55494.999994
6323, 55736.399988
6323, 55874.199991
6323, 55988.599993
6323, 56198.699999
6323, 56200.999999
6324, 56383.100005
6324, 56456.700004
6324, 56520.000003
6324, 56564.100001
6324, 56703.100001
6324, 56750.700000
6324, 56878.100001
6324, 56967.600001
6623, 57186.400004
6623, 57321.000010
6623, 57476.800013
6623, 57639.700007
6623, 57832.000010
6623, 58040.100016
6623, 58042.400016
6623, 58044.600016
6623, 58047.000017
6623, 58292.900010
6623, 58429.800004
6623, 58541.500001
6623, 58675.100007
6623, 58807.400010
6623, 58809.600011
6624, 58988.600011
6624, 59061.700009
6624, 59124.700009
6624, 59190.200009
6624, 59409.300015
6624, 59550.300015
6624, 59598.500016
6624, 59725.300019
6624, 59817.600022
6923, 59862.000023
6923, 59864.300023
6923, 60038.600026
6923, 60205.900030
6923, 60417.000036
6923, 60551.000036
6923, 60770.200033
6923, 60908.100026
6923, 60910.300027
6923, 60912.600026
6923, 61166.600026
6923, 61302.300023
6923, 61416.800023
6923, 61462.200025
6923, 61464.500025
6923, 61643.400019
6924, 61775.200022
6924, 61987.200022
6924, 62050.900023
6924, 62183.600020
6924, 62324.100020
6924, 62418.000021
11400, 62466.200022
11700, 62596.500025
12000, 62704.100023
12023, 62824.100023
12023, 62912.500025
12023, 63037.300028
12023, 63218.000025
12023, 63220.400025
12023, 63398.900025
12023, 63474.100022
12023, 63569.200020
12023, 63775.500023
12023, 63777.800023
12023, 63908.200017
12023, 63910.600017
12023, 63913.200017
12023, 64157.100011
12023, 64298.400014
12023, 64416.100011
12023, 64533.200010
12023, 64665.100004
12023, 64893.499997
12024, 65025.699994
12024, 65195.099988
12024, 65273.199987
12024, 65450.999990
12024, 65565.799993
12024, 65763.499990
12024, 65819.899991
12323, 65883.399991
12323, 66082.499997
12323, 66084.899998
12323, 66251.099995
12323, 66326.099995
12323, 66421.999996
12323, 66553.699993
12323, 66668.999996
12323, 66802.600002
12323, 66804.900002
12323, 66807.400002
12323, 67052.099999
12323, 67191.799996
12323, 67280.999993
12323, 67412.299996
12323, 67596.199990
12323, 67598.699990
12323, 67742.699990
12323, 67873.399987
12324, 68083.999993
12324, 68164.099991
12324, 68330.699998
12324, 68438.599999
12324, 68635.599999
12324, 68805.700005
12324, 68871.000008
12623, 68933.800007
12623, 69030.700009
12623, 69033.100009
12623, 69209.800006
12623, 69284.900005
12623, 69484.700008
12623, 69487.200008
12623, 69718.500011
12623, 69852.400005
12623, 69943.200008
12623, 70184.400005
12623, 70321.200008
12623, 70431.200008
12623, 70571.700008
12623, 70574.100008
12623, 70758.100008
12623, 70883.000009
12624, 71015.500009
12624, 71094.400011
12624, 71157.400011
12624, 71274.100008
12624, 71471.700014
12624, 71648.100008
12624, 71712.200006
12624, 71714.500006
12624, 71852.700003
13200, 72025.099997
15023, 72133.199995
15023, 72135.399995
15023, 72289.799989
15023, 72363.299989
15023, 72487.799989
15023, 72555.199991
15023, 72756.899988
15023, 72898.099985
15023, 73037.999979
15023, 73040.099979
15023, 73161.999980
15023, 73250.399982
15023, 73395.799976
15023, 73569.499972
15023, 73752.199969
15023, 73881.899966
15023, 73883.999966
15023, 73886.199966
15023, 74131.599960
15023, 74265.699966
15023, 74311.199966
15024, 74429.299965
15024, 74648.799965
15024, 74760.599968
15024, 74829.199966
15024, 74981.899963
15323, 75029.099964
15323, 75096.199962
15323, 75140.899963
15323, 75143.099963
15323, 75302.699969
15323, 75377.399966
15323, 75494.999965
15323, 75695.599971
15323, 75824.899974
15323, 76033.999980
15323, 76157.599979
15323, 76245.199977
15323, 76387.299983
15323, 76558.499980
15323, 76680.299983
15323, 76819.699977
15323, 76821.699977
15323, 76955.599971
15323, 77191.599971
15323, 77193.699971
15323, 77195.899971
15324, 77336.199974
15324, 77552.999977
15324, 77599.599975
15324, 77717.099975
15324, 77884.999969
15623, 77952.799972
15623, 78125.399979
15623, 78127.499978
15623, 78256.399972
15623, 78392.999978
15623, 78484.199975
15623, 78616.099969
15623, 78618.299969
15623, 78783.099972
15623, 78857.899975
15623, 78997.099972
15623, 79064.799969
15623, 79256.599972
15623, 79395.899975
15623, 79531.199978
15623, 79778.799985
15623, 79894.199986
15623, 80107.199986
15623, 80247.599980
15623, 80249.399980
15624, 80251.599980
15624, 80296.299981
15624, 80342.699982
15624, 80561.699982
15624, 80676.699982
15624, 80841.299988
19500, 80915.199990
19800, 81046.199990
20100, 81173.699990
20400, 81292.499993
20700, 81398.299996
21000, 81499.399994
21300, 81612.099991
21600, 81735.899994
21900, 81848.499993
23400, 81945.199990
23700, 82046.899987
27600, 82148.699990
28200, 82230.799988
29400, 82307.899987
30300, 82385.699990
30600, 82466.099991
170479, 82538.499993
170488, 82539.899993
170488, 82691.299987
170488, 82766.599990
170489, 82772.399990
170498, 82777.899990
170499, 83322.399990
170500, 83458.899990
170500, 83562.999989
170508, 83627.399990
170513, 83707.199993
170514, 83754.399994
170518, 83805.099995
170520, 83914.999996
170523, 84016.999996
170531, 84019.399996
170723, 84078.899996
170723, 84219.899996
170723, 84322.399996
170723, 84458.699999
170723, 84527.600001
170724, 84529.200001
170724, 84602.700001
170724, 84701.899998
170728, 84788.399998
170728, 85004.799992
170729, 85124.599995
170730, 85327.499989
171023, 85475.099995
171023, 85625.099995
171023, 85755.599995
171023, 85901.499989
171023, 85969.899990
171024, 85971.499990
171024, 86058.199987
171024, 86137.399984
171028, 86251.599981
171028, 86356.499983
171029, 86577.099989
171030, 86811.999983
171323, 86952.999983
171323, 86954.799983
171323, 87107.399989
171323, 87264.799983
171323, 87391.799983
171324, 87452.699984
171324, 87519.999987
171324, 87635.999987
171328, 87722.299990
171328, 87941.799990
171329, 88062.099993
171330, 88277.499987
171623, 88423.999987
171623, 88574.499987
171623, 88635.099986
171623, 88636.799986
171623, 88764.499983
171624, 88925.499983
171624, 88992.299986
171624, 89110.399984
171628, 89194.599981
171628, 89304.099981
171629, 89517.399984
171630, 89748.399984
171923, 89888.099981
171923, 90043.099981
171923, 90110.999983
171923, 90112.899983
171923, 90267.999989
171924, 90396.199986
171924, 90509.599987
171924, 90578.299984
171928, 90663.499981
171928, 90876.799984
171929, 90983.599987
171930, 91213.899990
172223, 91353.399990
172223, 91418.199993
172223, 91420.199993
172223, 91557.199993
172223, 91718.899990
172224, 91879.999996
172224, 91946.999996
172224, 92066.599995
172228, 92152.399998
172228, 92372.099995
172229, 92483.999996
172230, 92709.999996
172239, 92861.199993
172246, 92913.499992
172247, 93014.899994
172248, 93016.499994
172258, 93215.799997
172259, 93342.600000
172259, 93460.699999
172523, 93575.399996
172523, 93739.699999
172523, 93792.699999
172523, 93889.299997
172523, 94056.799997
172523, 94186.799997
172523, 94252.399996
172523, 94254.399996
172523, 94373.299997
172524, 94374.999997
172524, 94514.399991
172524, 94640.299993
172524, 94725.999990
172524, 94795.599988
172528, 95011.499982
172528, 95221.899976
172529, 95336.899976
172529, 95464.699979
172530, 95694.399976
172707, 95833.899976
172708, 95889.799977
172711, 96575.299977
172713, 97213.899953
172719, 97290.799954
172823, 97336.399953
172823, 97494.999959
172823, 97602.899961
172823, 97604.699960
172823, 97668.899957
172823, 97845.199960
172823, 97967.899957
172823, 97969.599957
172823, 97971.499957
172823, 98236.499957
172823, 98333.199954
172823, 98334.799954
172824, 98382.499955
172824, 98452.699952
172824, 98562.599954
172824, 98647.699952
172824, 98777.399949
172827, 99001.499955
172828, 99168.899949
172828, 99406.799943
172829, 99549.799943
172829, 99673.399941
172829, 99949.599954
172830, 100079.799951
172988, 100225.899957
172993, 100276.099957
173123, 100337.499959
173123, 100402.799962
173123, 100580.199956
173123, 100855.299962
173123, 100857.199962
173123, 100859.099962
173123, 101019.599962
173123, 101143.899965
173123, 101192.999964
173123, 101194.799963
173123, 101290.099967
173123, 101291.699967
173124, 101435.599960
173124, 101548.099960
173124, 101746.899963
173124, 101817.899963
173124, 101926.999962
173124, 102014.399963
173124, 102145.399963
173127, 102254.499962
173128, 102430.399956
173128, 102586.899956
173129, 102841.399956
173129, 103009.099953
173129, 103142.599953
173130, 103419.199959
173423, 103577.199959
173423, 103710.499962
173423, 103712.099962
173423, 103807.799959
173423, 104084.299959
173423, 104086.299959
173423, 104088.399959
173423, 104268.499965
173423, 104453.199962
173423, 104519.599963
173423, 104521.399963
173423, 104571.899963
173424, 104712.799957
173424, 104824.299957
173424, 104968.399963
173424, 105084.299965
173424, 105304.999962
173424, 105380.299965
173424, 105492.099968
173427, 105577.799965
173428, 105770.399971
173428, 106028.699959
173429, 106225.599953
173429, 106360.599953
173429, 106557.599953
173430, 106857.499947
173723, 107016.499947
173723, 107018.399947
173723, 107020.199947
173723, 107162.299953
173723, 107210.199954
173723, 107211.799954
173723, 107308.599957
173723, 107581.499951
173723, 107583.299951
173723, 107750.699945
173723, 107881.899942
173723, 108074.999948
173724, 108142.299951
173724, 108250.499948
173724, 108391.599954
173724, 108516.699953
173724, 108736.899950
173724, 108810.399950
173724, 108923.899950
173727, 109009.999948
173728, 109170.299951
173728, 109317.099954
173729, 109560.699960
173729, 109839.099954
173729, 110009.599954
173730, 110141.399957
173998, 110285.399957
173998, 110490.299951
174004, 110657.199945
174023, 110775.399942
174023, 110777.299942
174023, 110842.599945
174023, 111044.399948
174023, 111226.999954
174023, 111228.799954
174023, 111354.399953
174023, 111573.399953
174023, 111669.599949
174023, 111671.299950
174023, 111725.599949
174023, 111866.799946
174024, 111868.599946
174024, 111952.699944
174024, 112062.599946
174024, 112137.099946
174024, 112346.199952
174024, 112480.499955
174024, 112591.299958
174027, 112723.099961
174028, 112874.799958
174028, 113119.899964
174029, 113262.099961
174029, 113407.999955
174029, 113538.399949
174030, 113810.499955
174323, 113954.599961
174323, 114050.799958
174323, 114052.599958
174323, 114127.999959
174323, 114129.699959
174323, 114269.999962
174323, 114442.799966
174323, 114640.099969
174323, 114711.599969
174323, 114713.499969
174323, 114715.199969
174324, 114934.199969
174324, 115042.899966
174324, 115262.599962
174324, 115381.599962
174324, 115460.099962
174324, 115591.899966
174324, 115677.499964
174324, 115822.299967
174327, 115935.699969
174328, 116082.799975
174328, 116301.799975
174329, 116411.999972
174329, 116541.399966
174329, 116785.299959
174330, 116913.199961
174623, 117049.199961
174623, 117183.099955
174623, 117184.999955
174623, 117258.499955
174623, 117260.199955
174623, 117355.799953
174623, 117633.999966
174623, 117635.899966
174623, 117637.899966
174623, 117809.599962
174623, 117999.199969
174624, 118069.599970
174624, 118208.699976
174624, 118333.199976
174624, 118552.699976
174624, 118681.299982
174624, 118757.999979
174624, 118842.499979
174624, 118971.199976
174627, 119075.899973
174628, 119250.799967
174628, 119488.599970
174629, 119618.799967
174629, 119891.799967
174630, 120027.699961
174630, 120197.999964
174923, 120341.199961
174923, 120412.199961
174923, 120414.499961
174923, 120486.299964
174923, 120675.399970
174923, 120855.699973
174923, 120857.499973
174923, 121117.099979
174923, 121216.099979
174923, 121218.399979
174923, 121354.099976
174924, 121355.999976
174924, 121439.799979
174924, 121524.899978
174924, 121624.399978
174924, 121772.299971
174924, 121892.399970
174924, 122113.099967
174924, 122247.099967
174927, 122391.399970
174928, 122553.299964
174928, 122780.399970
174929, 122900.699973
174929, 123161.599967
174929, 123313.199973
174930, 123453.599967
175223, 123600.299964
175223, 123842.799964
175223, 123844.599964
175223, 124031.399967
175223, 124136.099964
175223, 124138.399964
175223, 124205.799965
175223, 124340.899971
175223, 124530.899971
175223, 124532.999971
175223, 124607.499971
175224, 124609.399971
175224, 124706.199974
175224, 124824.499977
175224, 125048.799980
175224, 125170.399979
175224, 125260.399979
175224, 125394.099976
175224, 125481.199974
175227, 125630.499977
175228, 125779.199974
175228, 125985.299980
175229, 126134.899987
175229, 126254.799988
175229, 126381.199990
175230, 126641.499977
175523, 126779.099983
175523, 126914.099983
175523, 127016.699982
175523, 127085.099983
175523, 127341.199990
175523, 127343.299989
175523, 127345.499990
175523, 127518.999990
175523, 127704.399983
175523, 127781.399983
175523, 127783.599983
175524, 127785.799984
175524, 128009.499980
175524, 128126.599979
175524, 128225.399982
175524, 128364.899982
175524, 128490.899982
175524, 128574.999980
175524, 128695.399982
175527, 128786.499980
175528, 128950.499980
175528, 129159.399974
175529, 129309.399974
175529, 129475.299968
175529, 129758.499980
175530, 129883.299984
175823, 130027.799984
175823, 130030.199984
175823, 130152.699984
175823, 130219.299982
175823, 130221.499982
175823, 130325.099981
175823, 130573.799978
175823, 130575.999978
175823, 130577.899978
175823, 130741.999984
175823, 130916.999984
175824, 130983.799987
175824, 131072.699988
175824, 131161.899985
175824, 131317.999991
175824, 131427.899993
175824, 131497.799994
175824, 131622.299994
175824, 131833.900000
175827, 131966.799994
175828, 132140.599997
175828, 132348.799994
175829, 132490.699988
175829, 132615.999991
175829, 132759.899985
175830, 133005.999991
176123, 133143.499991
176123, 133275.699988
176123, 133278.599988
176123, 133280.999988
176123, 133380.199985
176123, 133644.599979
176123, 133647.199979
176123, 133649.599979
176123, 133829.599979
176123, 134025.499973
176123, 134116.999973
176123, 134208.099972
176124, 134278.799969
176124, 134369.899967
176124, 134517.599964
176124, 134744.699970
176124, 134876.599964
176124, 134983.699962
176124, 135112.099956
176127, 135215.099956
176128, 135399.399959
176128, 135617.899959
176129, 135788.099956
176129, 135922.499950
176130, 136180.599956
176130, 136322.799953
176423, 136484.199947
176423, 136486.699947
176423, 136596.599949
176423, 136598.699949
176423, 136706.999952
176423, 136968.899946
176423, 136971.399946
176423, 136973.499946
176423, 137116.799949
176423, 137273.799949
176423, 137352.399947
176423, 137490.899947
176424, 137580.099944
176424, 137727.399947
176424, 137818.499946
176424, 137927.399947
176424, 138067.999953
176424, 138172.399955
176424, 138309.099952
176427, 138505.599952
176428, 138691.299949
176429, 138825.599952
176429, 139033.499946
176429, 139162.099952
176430, 139423.399939
176430, 139586.099936
176723, 139725.899939
176723, 139866.099936
176723, 139973.699935
176723, 140213.499938
176723, 140216.599938
176723, 140218.799938
176723, 140351.599941
176723, 140491.899944
176723, 140557.899944
176723, 140561.499944
176723, 140708.199941
176724, 140711.199941
176724, 140945.999944
176724, 141076.999944
176724, 141265.899938
176724, 141356.199941
176724, 141454.699941
176724, 141594.299947
176724, 141676.399945
176727, 141831.799939
176728, 142019.799939
176729, 142193.399945
176729, 142419.699948
176729, 142577.199948
176730, 142822.199948
176730, 142989.599942
177023, 143157.499936
177023, 143289.399930
177023, 143400.599927
177023, 143471.199926
177023, 143559.799924
177023, 143696.999921
177023, 143831.999921
177023, 143835.299921
177023, 143987.699915
177023, 143990.099915
177023, 143994.099915
177024, 144243.899918
177024, 144390.199921
177024, 144486.299919
177024, 144489.999920
177024, 144679.699916
177024, 144818.299923
177024, 144968.799923
177024, 145054.399921
177027, 145285.699924
177028, 145488.299930
177029, 145665.499927
177029, 145940.099933
177029, 146099.299930
177030, 146338.599933
177030, 146511.999927
177323, 146686.699924
177323, 146688.899924
177323, 146692.999924
177323, 146783.199921
177323, 146915.099915
177323, 147040.199913
177323, 147043.799913
177323, 147107.199915
177323, 147210.899912
177323, 147352.199915
177323, 147456.999918
177323, 147460.599918
177324, 147689.099918
177324, 147763.899921
177324, 147898.599918
177324, 148087.699924
177324, 148232.399921
177324, 148466.399921
177324, 148628.699924
177327, 148770.799930
177328, 148966.799930
177329, 149119.999927
177329, 149331.399921
177329, 149485.399921
177330, 149702.099918
177330, 149849.699924
177623, 150005.899921
177623, 150105.399921
177623, 150108.199921
177623, 150214.899918
177623, 150468.099915
177623, 150471.399915
177623, 150473.799915
177623, 150605.899921
177623, 150746.099918
177623, 150804.899917
177623, 150894.499915
177623, 150897.799915
177624, 151022.999912
177624, 151164.299915
177624, 151395.199909
177624, 151523.199909
177624, 151595.199909
177624, 151728.999912
177624, 151878.599918
177627, 152032.599918
177628, 152232.399922
177629, 152390.099918
177629, 152613.299915
177629, 152746.199909
177630, 153015.099903
177630, 153171.199909
177923, 153337.699909
177923, 153588.199909
177923, 153684.199909
177923, 153776.499912
177923, 153779.199912
177923, 153884.499915
177923, 153887.299915
177923, 153889.399915
177923, 154046.999921
177923, 154200.299924
177923, 154275.099928
177923, 154366.099928
177924, 154369.399927
177924, 154530.199931
177924, 154627.399927
177924, 154759.099924
177924, 154984.799921
177924, 155114.999918
177924, 155266.699915
177927, 155409.899912
177928, 155593.699915
177929, 155747.099909
177929, 155950.599909
177929, 156076.799906
177930, 156328.099909
177930, 156467.499903
178223, 156615.499903
178223, 156701.899905
178223, 156766.899905
178223, 156769.099905
178223, 157010.799902
178223, 157013.199902
178223, 157015.399902
178223, 157207.099899
178223, 157397.399902
178223, 157468.699905
178223, 157558.699905
178223, 157561.099905
178224, 157660.899908
178224, 157799.699911
178224, 157943.899908
178224, 158142.699911
178224, 158262.199911
178224, 158354.199911
178224, 158491.899908
178227, 158618.999906
178228, 158790.499906
178229, 158937.899900
178229, 159143.699903
178229, 159252.499906
178230, 159529.599913
178230, 159680.599913
178523, 159812.299909
178523, 159904.199911
178523, 159906.299911
178523, 159971.499908
178523, 160068.699905
178523, 160342.599899
178523, 160345.199899
178523, 160347.199899
178523, 160527.799905
178523, 160712.599908
178523, 160773.899907
178523, 160863.299909
178524, 160865.699909
178524, 161002.799915
178524, 161152.399921
178524, 161298.199924
178524, 161522.299930
178524, 161646.999927
178524, 161713.999927
178527, 161835.299930
178528, 162043.399936
178529, 162183.199939
178529, 162322.699939
178529, 162543.099933
178530, 162812.899921
178530, 162957.699924
178823, 163101.599918
178823, 163103.999918
178823, 163193.099916
178823, 163364.099916
178823, 163527.499910
178823, 163529.499910
178823, 163531.899910
178823, 163600.699913
178823, 163698.799912
178823, 163701.099912
178823, 163770.399915
178823, 163859.599912
178824, 164103.099912
178824, 164233.499906
178824, 164380.299909
178824, 164523.199903
178824, 164747.099897
178824, 164872.999898
178824, 164949.999898
178827, 165073.999898
178828, 165269.799901
178828, 165419.699895
178829, 165580.799901
178829, 165787.799901
178830, 166051.299901
178830, 166190.899907
179123, 166350.699910
179123, 166353.899910
179123, 166459.599907
179123, 166690.899910
179123, 166693.699910
179123, 166695.899910
179123, 166855.399910
179123, 167018.399910
179123, 167086.199913
179123, 167174.899910
179123, 167178.599910
179123, 167248.999912
