ID, Size, Total Transfer Time, Transfer Time Parralelized, Chunking Time, N, K
39, 10.6, 0.13940166173474722, 0.050961538459747456, 0.2966123152410328, 3, 1
40, 13.6, 0.17885496222709996, 0.06538461538282438, 0.38055919691302326, 3, 1
41, 517.8, 6.8096396649898825, 2.4894230769266588, 14.539090420271874, 3, 1
42, 447.7, 5.887747543465643, 2.152403846150264, 12.570781732629815, 3, 1
43, 112.5, 1.4794987684632281, 0.5408653846153846, 3.122204453556077, 3, 1
44, 532.1, 6.997700397322067, 2.558173076921286, 14.940614161117544, 3, 1
45, 56.7, 0.7456673792956686, 0.27259615384257185, 1.59114884276736, 3, 1
46, 57.0, 0.7496127093547023, 0.27403846153846156, 1.599567619713219, 3, 1
47, 57.6, 0.7575033694482737, 0.2769230769212859, 1.616405173604937, 3, 1
48, 117.7, 1.547884489306841, 0.5658653846118026, 3.2665196816315585, 3, 1
49, 136.8, 1.7990705024610838, 0.6576923076958897, 3.7966006155241905, 3, 1
50, 149.0, 1.9595139244535198, 0.7163461538461539, 4.135186342932049, 3, 1
51, 112.2, 1.4755534384041944, 0.5394230769194949, 3.113878575013261, 3, 1
52, 1.7, 0.022356870269201558, 0.008173076919494914, 0.04898471804866556, 3, 1
53, 86.5, 1.1375701641961709, 0.41586538461538464, 2.400628313178673, 3, 1
54, 89.0, 1.1704479146064648, 0.42788461538461536, 2.470010634368808, 3, 1
55, 26.5, 0.34850415434911597, 0.12740384615384615, 0.7415307881025822, 3, 1
56, 8.6, 0.11309946140651204, 0.04134615384436284, 0.2406477274597059, 3, 1
57, 4.0, 0.05260440065647033, 0.019230769230769232, 0.11525816011450721, 3, 1
58, 160.0, 2.104176026258813, 0.7692307692307693, 4.475124456431896, 3, 1
59, 7.5, 0.09863325123088187, 0.036057692307692304, 0.2098672041799761, 3, 1
60, 6.5, 0.0854821510667643, 0.03125, 0.18188491028931258, 3, 1
61, 6.3, 0.08285193104373911, 0.030288461542043548, 0.1762884515111799, 3, 1
62, 154.6, 2.0331600853676792, 0.7432692307674398, 4.32408900602732, 3, 1
63, 74.1, 0.9744965221562136, 0.356249999998209, 2.0794379056271843, 3, 1
64, 2.2, 0.02893242035126035, 0.010576923073341068, 0.06339198806297897, 3, 1
65, 152.9, 2.010803215098478, 0.7350961538479448, 4.276540808677731, 3, 1
66, 72.3, 0.9508245418754996, 0.34759615384973586, 2.02892524395203, 3, 1
67, 190.0, 2.4987090311823406, 0.9134615384615384, 5.314210292012876, 3, 1
68, 123.2, 1.6202155402094878, 0.5923076923041103, 3.419160788249856, 3, 1
69, 214.7, 2.8235412052262467, 1.0322115384579564, 6.00505762997455, 3, 1
70, 13.1, 0.17227941214504117, 0.06298076922897823, 0.36656804996769154, 3, 1
71, 2.0, 0.026302200328235166, 0.009615384615384616, 0.057629080057253604, 3, 1
72, 186.0, 2.4461046305258702, 0.8942307692307693, 5.202332180602078, 3, 1
73, 119.9, 1.5768169096825972, 0.5764423076940987, 3.3275761242788775, 3, 1
74, 123.3, 1.6215306502454963, 0.5927884615420436, 3.421936081097461, 3, 1
75, 51.2, 0.6733363283930219, 0.24615384615026414, 1.4368045987599438, 3, 1
76, 73.1, 0.9613454219920963, 0.3514423076905167, 2.0513753158076544, 3, 1
77, 7.6, 0.09994836124239447, 0.036538461536670536, 0.21266543356904238, 3, 1
78, 63.9, 0.8403553004920128, 0.3072115384633295, 1.7931994894679768, 3, 1
79, 1.8, 0.023671980305209984, 0.008653846157428164, 0.05186617205152824, 3, 1
80, 85.3, 1.1217888440090282, 0.41009615384973586, 2.3673247990074078, 3, 1
81, 118.5, 1.5584053694479336, 0.5697115384615384, 3.2887220244124014, 3, 1
82, 164.4, 2.1620408669858295, 0.7903846153864064, 4.598190378983772, 3, 1
83, 2.3, 0.030247530387268774, 0.011057692311274318, 0.06627344206584164, 3, 1
84, 160.3, 2.108121356317847, 0.770673076926659, 4.483515314787707, 3, 1
85, 71.0, 0.9337281116523485, 0.34134615384615385, 1.9924438771866408, 3, 1
86, 191.4, 2.5171205714170046, 0.9201923076940987, 5.3533676310066545, 3, 1
87, 124.2, 1.6333666403736053, 0.5971153846118026, 3.4469137167259096, 3, 1
88, 214.6, 2.8222260952147344, 1.0317307692289783, 6.0022606771892795, 3, 1
89, 122.1, 1.6057493300338577, 0.5870192307674398, 3.388632566926196, 3, 1
90, 2.1, 0.027617310339747757, 0.010096153844362842, 0.060510534060116285, 3, 1
91, 193.4, 2.54342277174524, 0.9298076923094833, 5.409306686712054, 3, 1
92, 121.6, 1.599173779951799, 0.5846153846135936, 3.3747561026881687, 3, 1
93, 199.2, 2.6196991526824243, 0.9576923076887257, 5.57152994825771, 3, 1
94, 70.2, 0.923207231511256, 0.337499999996418, 1.9699938053310169, 3, 1
95, 51.4, 0.6759665484405429, 0.2471153846171756, 1.4424171167238498, 3, 1
96, 62.7, 0.8245739802803741, 0.3014423076887257, 1.7595243816845407, 3, 1
97, 135.9, 1.7872345123084787, 0.6533653846171756, 3.7716229798957417, 3, 1
98, 73.1, 0.9613454219920963, 0.3514423076905167, 2.0513753158076544, 3, 1
99, 161.3, 2.1212724564819645, 0.7754807692343513, 4.511484842640405, 3, 1
100, 73.7, 0.9692360820856676, 0.35432692307334107, 2.0682128696993725, 3, 1
101, 188.3, 2.476352160913139, 0.9052884615420436, 5.266662094663287, 3, 1
102, 2.2, 0.02893242035126035, 0.010576923073341068, 0.06339198806297897, 3, 1
103, 155.7, 2.0476262955433095, 0.7485576923041103, 4.354855486665288, 3, 1
104, 121.1, 1.59259822986974, 0.5822115384597475, 3.3608796384501414, 3, 1
105, 187.2, 2.4618859507130133, 0.899999999996418, 5.235895614025318, 3, 1
106, 213.9, 2.81302032510965, 1.0283653846171756, 5.982682007692391, 3, 1
107, 52.1, 0.6851723185456269, 0.2504807692289782, 1.4620609295975209, 3, 1
108, 131.2, 1.7254243415224284, 0.6307692307656487, 3.6411842160582872, 3, 1
109, 2.1, 0.027617310339747757, 0.010096153844362842, 0.060510534060116285, 3, 1
110, 191.5, 2.5184356814285174, 0.9206730769230769, 5.356164583791925, 3, 1
111, 121.0, 1.5912831198582276, 0.5817307692307693, 3.3581043456025363, 3, 1
112, 49.4, 0.6496643481123078, 0.237500000001791, 1.3862919370847897, 3, 1
113, 137.3, 1.8056460525431426, 0.6600961538497359, 3.8104770797622174, 3, 1
114, 72.3, 0.9508245418754996, 0.34759615384973586, 2.02892524395203, 3, 1
115, 73.8, 0.970551192121676, 0.3548076923112743, 2.0710191286813253, 3, 1
116, 32.3, 0.4247805353107963, 0.15528846154204354, 0.906421651170824, 3, 1
117, 17.2, 0.2261989228130241, 0.08269230768872568, 0.4812954549194118, 3, 1
118, 266.7, 3.5073984137603613, 1.2822115384579564, 7.459473078314916, 3, 1
119, 243.3, 3.1996626699396065, 1.1697115384651204, 6.804986126561752, 3, 1
120, 11.9, 0.1564980919578984, 0.057211538463329464, 0.33298929729889537, 3, 1
121, 120.5, 1.5847075697761688, 0.5793269230769231, 3.34422788136451, 3, 1
122, 2.4, 0.031562640398781365, 0.011538461540252544, 0.06915489606870431, 3, 1
123, 152.2, 2.0015974449688976, 0.7317307692271873, 4.256962139180841, 3, 1
124, 157.1, 2.066037835777973, 0.7552884615366705, 4.394012825659068, 3, 1
125, 189.5, 2.492133481100282, 0.9110576923076923, 5.300225528086527, 3, 1
126, 121.4, 1.5965435599287736, 0.5836538461556372, 3.3692055169929582, 3, 1
127, 196.4, 2.5828760722375925, 0.9442307692325602, 5.493215270270152, 3, 1
128, 2.1, 0.027617310339747757, 0.010096153844362842, 0.060510534060116285, 3, 1
129, 68.8, 0.9047956913010882, 0.3307692307728128, 1.9307061795836746, 3, 1
130, 247.0, 3.248321740537043, 1.1875, 6.908473379616739, 3, 1
131, 2.2, 0.02893242035126035, 0.010576923073341068, 0.06339198806297897, 3, 1
132, 133.3, 1.7530416518866723, 0.6408653846189666, 3.699465365858001, 3, 1
133, 191.7, 2.5210659014515424, 0.9216346153810334, 5.361758489362464, 3, 1
134, 2.1, 0.027617310339747757, 0.010096153844362842, 0.060510534060116285, 3, 1
135, 213.2, 2.8038145549800704, 1.0249999999964179, 5.963103338195501, 3, 1
136, 124.1, 1.6320515303620928, 0.5966346153828244, 3.4441384238783037, 3, 1
137, 138.2, 1.8174820426712515, 0.6644230769194949, 3.8354547153906653, 3, 1
138, 52.3, 0.6878025385931479, 0.2514423076958897, 1.467673447561427, 3, 1
139, 48.6, 0.6391434679712154, 0.23365384615205514, 1.3638418652291655, 3, 1
140, 146.5, 1.926636174043226, 0.7043269230769231, 4.065804021741914, 3, 1
141, 70.5, 0.9271525615702896, 0.3389423076923077, 1.9784125822768759, 3, 1
142, 74.3, 0.9771267422037346, 0.3572115384651205, 2.0850504235910905, 3, 1
143, 51.7, 0.6799118784750807, 0.2485576923041103, 1.450835893669709, 3, 1
144, 2.5, 0.032877750410293956, 0.01201923076923077, 0.072036350071567, 3, 1
145, 154.6, 2.0331600853676792, 0.7432692307674398, 4.32408900602732, 3, 1
146, 67.8, 0.8916445911369704, 0.3259615384651205, 1.9026435897641443, 3, 1
147, 158.3, 2.0818191559896118, 0.7610576923112743, 4.427576259082307, 3, 1
148, 192.3, 2.5289565615696095, 0.9245192307728127, 5.378540206074085, 3, 1
149, 132.7, 1.745150991768605, 0.6379807692271873, 3.6828136087723684, 3, 1
150, 2.2, 0.02893242035126035, 0.010576923073341068, 0.06339198806297897, 3, 1
151, 124.6, 1.6386270804441518, 0.5990384615366705, 3.458014888116331, 3, 1
152, 227.0, 2.9852997372546914, 1.0913461538461537, 6.349082822562752, 3, 1
153, 134.5, 1.768822972073815, 0.6466346153846154, 3.732768880029266, 3, 1
154, 212.8, 2.79855411493402, 1.023076923080505, 5.951915527054422, 3, 1
155, 124.4, 1.6359968604211264, 0.5980769230787141, 3.45246430242112, 3, 1
156, 2.3, 0.030247530387268774, 0.011057692311274318, 0.06627344206584164, 3, 1
157, 188.6, 2.480297490947677, 0.9067307692289782, 5.275052953019097, 3, 1
158, 184.8, 2.4303233103387276, 0.8884615384651204, 5.168768747178841, 3, 1
159, 133.8, 1.7596172019687308, 0.6432692307728127, 3.7133418300960286, 3, 1
160, 2.2, 0.02893242035126035, 0.010576923073341068, 0.06339198806297897, 3, 1
161, 67.1, 0.8824388210073908, 0.32259615384436285, 1.8829997768904732, 3, 1
162, 74.2, 0.9758116321677264, 0.3567307692271872, 2.0822441646091376, 3, 1
163, 50.3, 0.6615003382649127, 0.24182692308050507, 1.4115482679223665, 3, 1
164, 146.8, 1.9305815041022594, 0.7057692307728127, 4.07412990028473, 3, 1
165, 67.4, 0.8863841510664243, 0.32403846154025256, 1.8914185538363326, 3, 1
166, 80.7, 1.0612937832344906, 0.3879807692271872, 2.2396613280175597, 3, 1
167, 73.8, 0.970551192121676, 0.3548076923112743, 2.0710191286813253, 3, 1
168, 2.4, 0.031562640398781365, 0.011538461540252544, 0.06915489606870431, 3, 1
169, 149.3, 1.9634592545125533, 0.7177884615420436, 4.143512221474866, 3, 1
170, 154.2, 2.0278996452971327, 0.7413461538425719, 4.312901194886239, 3, 1
171, 184.0, 2.4198024301976355, 0.8846153846153846, 5.14639312489668, 3, 1
172, 134.6, 1.7701380820853276, 0.6471153846135936, 3.7355441728768715, 3, 1
173, 2.3, 0.030247530387268774, 0.011057692311274318, 0.06627344206584164, 3, 1
174, 2.5, 0.032877750410293956, 0.01201923076923077, 0.072036350071567, 3, 1
175, 139.4, 1.83326336288289, 0.6701923076940987, 3.8687582295619305, 3, 1
176, 140.7, 1.8503597930815459, 0.6764423076887257, 3.9048370365808, 3, 1
177, 116.1, 1.5268427290491522, 0.5581730769212859, 3.222114996069872, 3, 1
178, 213.2, 2.8038145549800704, 1.0249999999964179, 5.963103338195501, 3, 1
179, 132.2, 1.7385754416865462, 0.635576923073341, 3.668937144534341, 3, 1
180, 2.4, 0.031562640398781365, 0.011538461540252544, 0.06915489606870431, 3, 1
181, 185.6, 2.440844190455324, 0.8923076923059013, 5.191144369460999, 3, 1
182, 185.8, 2.443474410502845, 0.8932692307728127, 5.196738275031539, 3, 1
183, 236.7, 3.1128654088368335, 1.1379807692271873, 6.620387242733934, 3, 1
184, 73.6, 0.9679209720741551, 0.35384615384436285, 2.0654066107174196, 3, 1
185, 58.3, 0.7667091395778534, 0.28028846154204357, 1.6360489864786079, 3, 1
186, 78.1, 1.027100922812684, 0.3754807692289782, 2.167503713979819, 3, 1
187, 149.6, 1.9674045845470913, 0.7192307692289782, 4.151838100017682, 3, 1
188, 128.8, 1.6938617011481432, 0.6192307692343513, 3.5745771877157586, 3, 1
189, 86.6, 1.1388852742076836, 0.41634615384436285, 2.403403606026278, 3, 1
190, 50.2, 0.6601852282289044, 0.24134615384257183, 1.4087420089404137, 3, 1
191, 144.7, 1.9029641937380162, 0.6956730769194949, 4.015848750485016, 3, 1
192, 70.0, 0.9205770114882309, 0.33653846153846156, 1.964381287367111, 3, 1
193, 159.7, 2.1002306961997794, 0.7677884615348796, 4.466733598076085, 3, 1
194, 189.8, 2.4960788111593155, 0.912500000003582, 5.308616386442337, 3, 1
195, 132.4, 1.741205661734067, 0.6365384615402525, 3.6744877302295524, 3, 1
196, 2.1, 0.027617310339747757, 0.010096153844362842, 0.060510534060116285, 3, 1
197, 2.4, 0.031562640398781365, 0.011538461540252544, 0.06915489606870431, 3, 1
198, 246.1, 3.236485750384438, 1.1831730769212858, 6.883300804549309, 3, 1
199, 123.3, 1.6215306502454963, 0.5927884615420436, 3.421936081097461, 3, 1
200, 139.1, 1.8293180328238565, 0.6687499999982089, 3.8604323510191145, 3, 1
201, 190.7, 2.5079148012874244, 0.916826923073341, 5.333788961509765, 3, 1
202, 2.4, 0.031562640398781365, 0.011538461540252544, 0.06915489606870431, 3, 1
203, 138.0, 1.8148518226482264, 0.6634615384615384, 3.8299041296954552, 3, 1
204, 2.2, 0.02893242035126035, 0.010576923073341068, 0.06339198806297897, 3, 1
205, 116.3, 1.5294729490966734, 0.5591346153881974, 3.2276655817650823, 3, 1
206, 214.3, 2.818280765180196, 1.0302884615420436, 5.9938698188334705, 3, 1
207, 183.9, 2.418487320186123, 0.8841346153864064, 5.143596172111411, 3, 1
208, 56.3, 0.7404069392496182, 0.27067307692665893, 1.5799238068395476, 3, 1
209, 161.5, 2.12390267650499, 0.7764423076923077, 4.5170787482109445, 3, 1
210, 73.7, 0.9692360820856676, 0.35432692307334107, 2.0682128696993725, 3, 1
211, 49.5, 0.6509794581238204, 0.23798076923076922, 1.3890981960667426, 3, 1
212, 133.8, 1.7596172019687308, 0.6432692307728127, 3.7133418300960286, 3, 1
213, 86.8, 1.1415154942552044, 0.4173076923112743, 2.408954191721489, 3, 1
214, 146.0, 1.920060623961167, 0.7019230769230769, 4.0519275575038876, 3, 1
215, 133.5, 1.7556718719096973, 0.6418269230769231, 3.7050159515532117, 3, 1
216, 2.4, 0.031562640398781365, 0.011538461540252544, 0.06915489606870431, 3, 1
217, 143.9, 1.8924433136214196, 0.6918269230787141, 3.993646407704174, 3, 1
218, 69.0, 0.9074259113241132, 0.3317307692307692, 1.9363186975475806, 3, 1
219, 153.1, 2.013433435121503, 0.7360576923059013, 4.28213471424827, 3, 1
220, 181.3, 2.384294459764316, 0.8716346153881974, 5.070875399694392, 3, 1
221, 178.0, 2.3408958292129296, 0.8557692307692307, 4.978575957780484, 3, 1
222, 2.2, 0.02893242035126035, 0.010576923073341068, 0.06339198806297897, 3, 1
223, 133.9, 1.7609323119802436, 0.6437500000017911, 3.7161171229436336, 3, 1
224, 250.0, 3.2877750410293958, 1.2019230769230769, 6.992381963174837, 3, 1
225, 146.1, 1.9213757339726796, 0.7024038461520552, 4.054702850351492, 3, 1
226, 212.6, 2.7959238948864993, 1.0221153846135935, 5.946321621483881, 3, 1
227, 118.3, 1.5557751494249086, 0.568750000003582, 3.2831714387171904, 3, 1
228, 183.3, 2.4105966600925512, 0.881250000003582, 5.126814455399791, 3, 1
229, 140.7, 1.8503597930815459, 0.6764423076887257, 3.9048370365808, 3, 1
230, 2.5, 0.032877750410293956, 0.01201923076923077, 0.072036350071567, 3, 1
231, 2.3, 0.030247530387268774, 0.011057692311274318, 0.06627344206584164, 3, 1
232, 163.2, 2.146259546774191, 0.7846153846118026, 4.5646269455605335, 3, 1
233, 73.1, 0.9613454219920963, 0.3514423076905167, 2.0513753158076544, 3, 1
234, 65.1, 0.8561366206791555, 0.3129807692289782, 1.8268745972514129, 3, 1
235, 149.4, 1.9647743645240663, 0.7182692307710218, 4.146287514322471, 3, 1
236, 127.1, 1.6715048308544458, 0.6110576923059013, 3.5273972093064656, 3, 1
237, 87.8, 1.1546665944193222, 0.42211538461896664, 2.436707120197543, 3, 1
238, 50.3, 0.6615003382649127, 0.24182692308050507, 1.4115482679223665, 3, 1
239, 2.4, 0.031562640398781365, 0.011538461540252544, 0.06915489606870431, 3, 1
240, 159.6, 2.098915586188267, 0.7673076923059013, 4.463936645290815, 3, 1
241, 164.4, 2.1620408669858295, 0.7903846153864064, 4.598190378983772, 3, 1
242, 182.6, 2.401390889962972, 0.8778846153828244, 5.1072357859029, 3, 1
243, 191.8, 2.5223810114875507, 0.9221153846189666, 5.3645554421477355, 3, 1
244, 135.1, 1.7767136321673862, 0.6495192307674398, 3.749420637114898, 3, 1
245, 2.2, 0.02893242035126035, 0.010576923073341068, 0.06339198806297897, 3, 1
246, 66.1, 0.8692877208432731, 0.3177884615366705, 1.8549371870709428, 3, 1
247, 134.7, 1.7714531920968402, 0.6475961538425719, 3.7383194657244765, 3, 1
248, 128.6, 1.691231481100622, 0.6182692307674398, 3.5690266020205472, 3, 1
249, 212.8, 2.79855411493402, 1.023076923080505, 5.951915527054422, 3, 1
250, 130.1, 1.7109581313467985, 0.6254807692289782, 3.6106559947346275, 3, 1
251, 2.4, 0.031562640398781365, 0.011538461540252544, 0.06915489606870431, 3, 1
252, 183.7, 2.4158571001386018, 0.8831730769194949, 5.1380022665408704, 3, 1
253, 138.4, 1.8201122627187725, 0.6653846153864064, 3.8410053010858762, 3, 1
254, 2.4, 0.031562640398781365, 0.011538461540252544, 0.06915489606870431, 3, 1
255, 245.8, 3.2325404203499004, 1.1817307692343513, 6.874909946193499, 3, 1
256, 74.5, 0.9797569622267599, 0.3581730769230769, 2.0906629415549967, 3, 1
257, 63.2, 0.831149530362433, 0.30384615384257185, 1.773555676594306, 3, 1
258, 178.2, 2.343526049235955, 0.8567307692271873, 4.984169863351023, 3, 1
259, 147.9, 1.9450477142778897, 0.7110576923094833, 4.10465812160839, 3, 1
260, 134.0, 1.762247421991756, 0.6442307692307693, 3.7188924157912386, 3, 1
261, 87.6, 1.1520363743718012, 0.42115384615205514, 2.4311565345023323, 3, 1
262, 49.3, 0.6483492381007951, 0.23701923077281278, 1.3834856781028366, 3, 1
263, 131.4, 1.7280545615699496, 0.6317307692325602, 3.6467348017534986, 3, 1
264, 2.3, 0.030247530387268774, 0.011057692311274318, 0.06627344206584164, 3, 1
265, 135.8, 1.7859194022969662, 0.6528846153881974, 3.768847687048136, 3, 1
266, 65.4, 0.8600819507381892, 0.31442307692486793, 1.835293374197272, 3, 1
267, 161.3, 2.1212724564819645, 0.7754807692343513, 4.511484842640405, 3, 1
268, 179.9, 2.3658829195296525, 0.8649038461556372, 5.031718060700613, 3, 1
269, 2.3, 0.030247530387268774, 0.011057692311274318, 0.06627344206584164, 3, 1
270, 188.9, 2.4842428210067107, 0.9081730769248679, 5.283443811374908, 3, 1
271, 253.4, 3.3324887815922946, 1.2182692307710217, 7.087478357874016, 3, 1
272, 149.2, 1.9621441444765453, 0.7173076923041103, 4.14073692862726, 3, 1
273, 135.4, 1.7806589622264202, 0.6509615384633295, 3.7577465156577152, 3, 1
274, 136.0, 1.7885496223199913, 0.6538461538461539, 3.7743982727433467, 3, 1
275, 206.5, 2.715702183890281, 0.9927884615384616, 5.775707501582414, 3, 1
276, 119.0, 1.5649809195299924, 0.5721153846153846, 3.3025984886504283, 3, 1
277, 2.5, 0.032877750410293956, 0.01201923076923077, 0.072036350071567, 3, 1
278, 183.6, 2.414541990127089, 0.8826923076905167, 5.1352053137556, 3, 1
279, 2.7, 0.035507970433319144, 0.01298076922718722, 0.07779925807729236, 3, 1
280, 73.9, 0.9718663021331886, 0.35528846154025256, 2.0738253876632786, 3, 1
281, 65.4, 0.8600819507381892, 0.31442307692486793, 1.835293374197272, 3, 1
282, 182.6, 2.401390889962972, 0.8778846153828244, 5.1072357859029, 3, 1
283, 50.7, 0.6667607783109631, 0.243749999996418, 1.4227733038501789, 3, 1
284, 135.3, 1.7793438522149074, 0.6504807692343513, 3.7549712228101098, 3, 1
285, 89.3, 1.1743932446654985, 0.4293269230805051, 2.478336512911624, 3, 1
286, 152.9, 2.010803215098478, 0.7350961538479448, 4.276540808677731, 3, 1
287, 153.9, 2.0239543152625954, 0.7399038461556372, 4.30451033653043, 3, 1
288, 125.0, 1.6438875205146979, 0.6009615384615384, 3.4691160595067525, 3, 1
289, 136.1, 1.789864732331504, 0.6543269230751321, 3.777173565590952, 3, 1
290, 2.3, 0.030247530387268774, 0.011057692311274318, 0.06627344206584164, 3, 1
291, 148.1, 1.947677934300915, 0.7120192307674398, 4.1102087073036, 3, 1
292, 69.4, 0.9126863513946595, 0.33365384615563715, 1.947543733475393, 3, 1
293, 158.8, 2.0883947060716705, 0.7634615384651204, 4.441561023008656, 3, 1
294, 183.4, 2.411911770104064, 0.8817307692325602, 5.1296114081850614, 3, 1
295, 199.7, 2.626274702764483, 0.9600961538425719, 5.58551471218406, 3, 1
296, 191.4, 2.5171205714170046, 0.9201923076940987, 5.3533676310066545, 3, 1
297, 2.1, 0.027617310339747757, 0.010096153844362842, 0.060510534060116285, 3, 1
298, 2.4, 0.031562640398781365, 0.011538461540252544, 0.06915489606870431, 3, 1
299, 245.6, 3.2299102003023794, 1.1807692307674398, 6.86931604062296, 3, 1
300, 137.9, 1.813536712636714, 0.6629807692325602, 3.8271288368478498, 3, 1
301, 127.5, 1.6767652709249918, 0.6129807692307693, 3.5384983806968875, 3, 1
302, 124.9, 1.6425724105031854, 0.6004807692325602, 3.4663407666591475, 3, 1
303, 2.3, 0.030247530387268774, 0.011057692311274318, 0.06627344206584164, 3, 1
304, 184.9, 2.4316384203502404, 0.8889423076940987, 5.17156569996411, 3, 1
305, 132.5, 1.7425207717455797, 0.6370192307692307, 3.6772630230771575, 3, 1
306, 73.4, 0.9652907520511297, 0.35288461538640636, 2.059794092753514, 3, 1
307, 64.3, 0.845615740562559, 0.3091346153881974, 1.8044245253957887, 3, 1
308, 168.8, 2.2199057077128463, 0.8115384615420436, 4.72125630153565, 3, 1
309, 154.8, 2.0357903054152002, 0.7442307692343513, 4.329682911597859, 3, 1
310, 85.6, 1.1257341740435658, 0.4115384615366705, 2.3756506775502237, 3, 1
311, 127.8, 1.6807106009840256, 0.614423076926659, 3.5468242592397043, 3, 1
312, 50.2, 0.6601852282289044, 0.24134615384257183, 1.4087420089404137, 3, 1
313, 150.3, 1.9766103546766711, 0.7225961538497359, 4.203820036260712, 3, 1
314, 80.6, 1.059978673222978, 0.387499999998209, 2.2368860351699538, 3, 1
315, 169.1, 2.223851037747384, 0.8129807692289782, 4.729647159891459, 3, 1
316, 190.2, 2.501339251205366, 0.9144230769194949, 5.319804197583415, 3, 1
317, 149.9, 1.9713499146061249, 0.7206730769248679, 4.160163978560498, 3, 1
318, 188.5, 2.4789823809361646, 0.90625, 5.272256000233827, 3, 1
319, 2.6, 0.034192860421806553, 0.012499999998208996, 0.07491780407442969, 3, 1
320, 2.3, 0.030247530387268774, 0.011057692311274318, 0.06627344206584164, 3, 1
321, 2.8, 0.036823080469327564, 0.013461538465120472, 0.08068071208015504, 3, 1
322, 256.6, 3.374572302107673, 1.2336538461520552, 7.176980847002652, 3, 1
323, 147.2, 1.9358419441483101, 0.7076923076887257, 4.085231071675151, 3, 1
324, 134.5, 1.768822972073815, 0.6466346153846154, 3.732768880029266, 3, 1
325, 214.5, 2.8209109852032217, 1.03125, 5.999463724404009, 3, 1
326, 189.6, 2.4934485911117945, 0.9115384615366705, 5.303022480871796, 3, 1
327, 2.8, 0.036823080469327564, 0.013461538465120472, 0.08068071208015504, 3, 1
328, 122.6, 1.6123248801159167, 0.5894230769212859, 3.402509031164223, 3, 1
