algorithm,id_file,arrival_time,created_at,start_time,waiting_time,processing_time,chunk_time,upload_time,original_size,n,m,resultant_size,chunk_size,overhead,nodes_used,actual_nodes_utilization
alg3,0,0,0,1718903872153975992,0,4310943407,1449.513248,1403.32043,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 9]","[50.000000953674316, 50.000000953674316, 50.000000953674316]"
alg3,1,0,0,1718903876889693268,0,5025115633,1475.681638,2052.266951,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 9]","[100.00000190734863, 100.00000190734863, 100.00000190734863]"
alg3,2,0,0,1718903882350676233,0,4918051551,1459.585764,1935.280394,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 9]","[150.00000286102295, 150.00000286102295, 150.00000286102295]"
alg3,3,0,0,1718903887698158026,0,4514778997,1481.656275,1431.825259,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 9]","[200.00000381469727, 200.00000381469727, 200.00000381469727]"
alg3,4,0,0,1718903892639885644,0,4818602876,1482.484695,1812.056073,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 9]","[250.00000476837158, 250.00000476837158, 250.00000476837158]"
alg3,5,0,0,1718903897895714811,0,5059117643,1467.911482,2021.177577,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 9]","[300.0000057220459, 300.0000057220459, 300.0000057220459]"
alg3,6,0,0,1718903903385250486,0,4470619171,1486.705087,1356.897168,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 9]","[350.0000066757202, 350.0000066757202, 350.0000066757202]"
alg3,7,0,0,1718903908281029121,0,4841658443,1444.507788,1902.549528,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 9]","[400.00000762939453, 400.00000762939453, 400.00000762939453]"
alg3,8,0,0,1718903913550836627,0,4706415069,1434.311733,1841.938662,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 9]","[450.00000858306885, 450.00000858306885, 450.00000858306885]"
alg3,9,0,0,1718903918698282264,0,4530555660,1596.217174,1367.692549,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 9]","[500.00000953674316, 500.00000953674316, 500.00000953674316]"
alg4,0,0,0,1718903925700890617,0,4636747538,1572.277636,1403.909184,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 9]","[50.000000953674316, 50.000000953674316, 50.000000953674316]"
alg4,1,0,0,1718903930771703343,0,4914384320,1462.593662,1844.25223,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 9]","[100.00000190734863, 100.00000190734863, 100.00000190734863]"
alg4,2,0,0,1718903936121043615,0,4989687269,1441.436356,1987.433153,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 9]","[150.00000286102295, 150.00000286102295, 150.00000286102295]"
alg4,3,0,0,1718903941555553200,0,4406020451,1441.073896,1294.985059,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 9]","[200.00000381469727, 200.00000381469727, 200.00000381469727]"
alg4,4,0,0,1718903946397113806,0,4334925231,1451.271324,1370.124754,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 9]","[250.00000476837158, 250.00000476837158, 250.00000476837158]"
alg4,5,0,0,1718903951166521650,0,4478867799,1438.502893,1320.507814,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 9]","[300.0000057220459, 300.0000057220459, 300.0000057220459]"
alg4,6,0,0,1718903956079006607,0,4652650564,1452.753029,1548.264751,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 9]","[350.0000066757202, 350.0000066757202, 350.0000066757202]"
alg4,7,0,0,1718903961156461378,0,4963156441,1445.326708,1936.086781,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 9]","[400.00000762939453, 400.00000762939453, 400.00000762939453]"
alg4,8,0,0,1718903966550366116,0,4650379656,1457.861622,1593.762651,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 9]","[450.00000858306885, 450.00000858306885, 450.00000858306885]"
alg4,9,0,0,1718903971639117610,0,4469660965,1471.635458,1367.736289,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 9]","[500.00000953674316, 500.00000953674316, 500.00000953674316]"
random,0,0,0,1718903978401803423,0,8558216630,1835.503468,5261.937294,104857600,2,1,209715202,104857601,200.00000190734863,"[0, 8]","[100.00000095367432, 100.00000095367432]"
random,1,0,0,1718903987394514388,0,5530129359,1818.462221,2294.134805,104857600,2,1,209715202,104857601,200.00000190734863,"[0, 3]","[200.00000190734863, 100.00000095367432]"
random,2,0,0,1718903993357628823,0,4039794145,1570.163629,1106.171306,104857600,7,6,122333869,17476267,116.66666889190674,"[0, 1, 2, 4, 6, 8, 9]","[216.66666889190674, 16.666666984558105, 16.666666984558105, 16.666666984558105, 16.666666984558105, 116.66666793823242, 16.666666984558105]"
random,3,0,0,1718903997833543439,0,4752275063,2003.150676,1386.082621,104857600,6,4,157286406,26214401,150.0000057220459,"[1, 2, 3, 4, 6, 9]","[41.66666793823242, 41.66666793823242, 125.00000190734863, 41.66666793823242, 41.66666793823242, 41.66666793823242]"
random,4,0,0,1718904003027606612,0,7307538943,2909.924104,3028.938439,104857600,6,2,314572806,52428801,300.0000057220459,"[2, 4, 5, 7, 8, 9]","[91.66666889190674, 91.66666889190674, 50.000000953674316, 50.000000953674316, 166.66666889190674, 91.66666889190674]"
random,5,0,0,1718904010795100770,0,4822137264,2097.462741,1235.670428,104857600,7,5,146800647,20971521,140.00000667572021,"[1, 3, 4, 5, 6, 8, 9]","[61.66666889190674, 145.00000286102295, 111.66666984558105, 70.00000190734863, 61.66666889190674, 186.66666984558105, 111.66666984558105]"
random,6,0,0,1718904016078003087,0,4979198971,2123.34036,1347.684975,104857600,7,5,146800647,20971521,140.00000667572021,"[0, 1, 2, 4, 6, 7, 9]","[236.66666984558105, 81.66666984558105, 111.66666984558105, 131.66667079925537, 81.66666984558105, 70.00000190734863, 131.66667079925537]"
random,7,0,0,1718904021514518394,0,4180431211,1576.21298,1195.042866,104857600,7,6,122333869,17476267,116.66666889190674,"[2, 3, 4, 5, 6, 7, 9]","[128.33333683013916, 161.66666984558105, 148.33333778381348, 86.66666889190674, 98.33333683013916, 86.66666889190674, 148.33333778381348]"
random,8,0,0,1718904026152367288,0,6852635456,2150.752833,3228.584467,104857600,2,1,209715202,104857601,200.00000190734863,"[2, 5]","[228.33333778381348, 186.66666984558105]"
random,9,0,0,1718904033449162537,0,7597304661,2141.150689,3787.730915,104857600,2,1,209715202,104857601,200.00000190734863,"[3, 8]","[261.66667079925537, 286.66667079925537]"
hdfs,0,0,0,1718904043520672001,0,6033204846,0.00959,4571.441978,104857600,3,1,314572800,104857644,300.0,"[0, 1, 9]","[100.00004196166992, 100.00004196166992, 100.00004196166992]"
hdfs,1,0,0,1718904049994129738,0,4630525089,0.008382,3137.193326,104857600,3,1,314572800,104857644,300.0,"[0, 1, 9]","[200.00008392333984, 200.00008392333984, 200.00008392333984]"
hdfs,2,0,0,1718904055069405461,0,4850923224,0.00855,3377.791055,104857600,3,1,314572800,104857644,300.0,"[0, 1, 9]","[300.00012588500977, 300.00012588500977, 300.00012588500977]"
hdfs,3,0,0,1718904060370157626,0,5087551240,0.007431,3190.390615,104857600,3,1,314572800,104857644,300.0,"[0, 1, 9]","[400.0001678466797, 400.0001678466797, 400.0001678466797]"
hdfs,4,0,0,1718904065972154131,0,6130186067,0.007486,4312.632314,104857600,3,1,314572800,104857644,300.0,"[0, 1, 9]","[500.0002098083496, 500.0002098083496, 500.0002098083496]"
hdfs,5,0,0,1718904072783872315,0,6383716420,0.010563,4202.018096,104857600,3,1,314572800,104857644,300.0,"[0, 1, 9]","[600.0002517700195, 600.0002517700195, 600.0002517700195]"
hdfs,6,0,0,1718904079767506218,0,8403653925,0.007305,6632.416807,104857600,3,1,314572800,104857644,300.0,"[0, 1, 9]","[700.0002937316895, 700.0002937316895, 700.0002937316895]"
hdfs,7,0,0,1718904088726117459,0,7494702330,0.007786,6104.449941,104857600,3,1,314572800,104857644,300.0,"[0, 1, 9]","[800.0003356933594, 800.0003356933594, 800.0003356933594]"
hdfs,8,0,0,1718904096670524259,0,5054838005,0.010401,3400.392772,104857600,3,1,314572800,104857644,300.0,"[0, 1, 9]","[900.0003776550293, 900.0003776550293, 900.0003776550293]"
hdfs,9,0,0,1718904102202751681,0,6145550673,0.008216,4464.130783,104857600,3,1,314572800,104857644,300.0,"[0, 1, 9]","[1000.0004196166992, 1000.0004196166992, 1000.0004196166992]"
alg2_reduced_complexity,0,0,0,1718904111133236284,0,4669016213,1540.075808,1494.330278,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 3]","[50.000000953674316, 50.000000953674316, 50.000000953674316]"
alg2_reduced_complexity,1,0,0,1718904116279961140,0,4627398718,1560.939221,1455.122295,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 3]","[100.00000190734863, 100.00000190734863, 100.00000190734863]"
alg2_reduced_complexity,2,0,0,1718904121360971146,0,4623973663,1570.872848,1477.135136,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 3]","[150.00000286102295, 150.00000286102295, 150.00000286102295]"
alg2_reduced_complexity,3,0,0,1718904126450758821,0,5862394841,1707.233179,2654.120121,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 3]","[200.00000381469727, 200.00000381469727, 200.00000381469727]"
alg2_reduced_complexity,4,0,0,1718904132774218537,0,4839081516,1836.695635,1434.366112,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 3]","[250.00000476837158, 250.00000476837158, 250.00000476837158]"
alg2_reduced_complexity,5,0,0,1718904138068811004,0,4503216058,1521.004831,1428.917243,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 3]","[300.0000057220459, 300.0000057220459, 300.0000057220459]"
alg2_reduced_complexity,6,0,0,1718904143003448352,0,5033382001,1519.258552,2023.366215,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 3]","[350.0000066757202, 350.0000066757202, 350.0000066757202]"
alg2_reduced_complexity,7,0,0,1718904148481470403,0,4450126865,1519.437973,1465.699334,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 3]","[400.00000762939453, 400.00000762939453, 400.00000762939453]"
alg2_reduced_complexity,8,0,0,1718904153365042699,0,4501815025,1512.705503,1457.223178,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 3]","[450.00000858306885, 450.00000858306885, 450.00000858306885]"
alg2_reduced_complexity,9,0,0,1718904158305707186,0,5038354297,1518.273554,2024.620532,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 3]","[500.00000953674316, 500.00000953674316, 500.00000953674316]"
alg3_reduced_complexity,0,0,0,1718904165725666968,0,5263563088,1518.106926,2098.186236,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 9]","[50.000000953674316, 50.000000953674316, 50.000000953674316]"
alg3_reduced_complexity,1,0,0,1718904171437760798,0,4741514378,1512.066629,1508.319508,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 9]","[100.00000190734863, 100.00000190734863, 100.00000190734863]"
alg3_reduced_complexity,2,0,0,1718904176619093417,0,4590877872,1499.174888,1438.314197,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 9]","[150.00000286102295, 150.00000286102295, 150.00000286102295]"
alg3_reduced_complexity,3,0,0,1718904181658320296,0,4870786053,1500.3141,1812.927245,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 9]","[200.00000381469727, 200.00000381469727, 200.00000381469727]"
alg3_reduced_complexity,4,0,0,1718904186965152367,0,4697604569,1505.44351,1521.921458,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 9]","[250.00000476837158, 250.00000476837158, 250.00000476837158]"
alg3_reduced_complexity,5,0,0,1718904192113922184,0,5015228699,1507.174434,1977.887371,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 9]","[300.0000057220459, 300.0000057220459, 300.0000057220459]"
alg3_reduced_complexity,6,0,0,1718904197573405985,0,5203639213,1510.49411,1979.129751,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 9]","[350.0000066757202, 350.0000066757202, 350.0000066757202]"
alg3_reduced_complexity,7,0,0,1718904203225698914,0,4590655394,1492.388076,1418.567088,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 9]","[400.00000762939453, 400.00000762939453, 400.00000762939453]"
alg3_reduced_complexity,8,0,0,1718904208250984022,0,4959041637,1492.389538,1841.588399,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 9]","[450.00000858306885, 450.00000858306885, 450.00000858306885]"
alg3_reduced_complexity,9,0,0,1718904213646810931,0,4603805414,1509.015713,1473.192298,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 9]","[500.00000953674316, 500.00000953674316, 500.00000953674316]"
alg4_reduced_complexity,0,0,0,1718904220571927925,0,5336520486,1590.393366,1467.59812,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 9]","[50.000000953674316, 50.000000953674316, 50.000000953674316]"
alg4_reduced_complexity,1,0,0,1718904226377587639,0,4925975775,1574.125317,1477.212415,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 9]","[100.00000190734863, 100.00000190734863, 100.00000190734863]"
alg4_reduced_complexity,2,0,0,1718904231817478764,0,4893298869,1489.819656,1439.649801,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 9]","[150.00000286102295, 150.00000286102295, 150.00000286102295]"
alg4_reduced_complexity,3,0,0,1718904237265771467,0,4908996530,1565.660282,1472.439606,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 9]","[200.00000381469727, 200.00000381469727, 200.00000381469727]"
alg4_reduced_complexity,4,0,0,1718904242634098474,0,4779786645,1616.296037,1475.636228,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 9]","[250.00000476837158, 250.00000476837158, 250.00000476837158]"
alg4_reduced_complexity,5,0,0,1718904247873236094,0,5114831343,1706.285308,1558.848818,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 9]","[300.0000057220459, 300.0000057220459, 300.0000057220459]"
alg4_reduced_complexity,6,0,0,1718904253451104100,0,5301985596,1577.966328,1775.202881,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 9]","[350.0000066757202, 350.0000066757202, 350.0000066757202]"
alg4_reduced_complexity,7,0,0,1718904259212432484,0,5749563455,1579.286776,2016.417531,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 9]","[400.00000762939453, 400.00000762939453, 400.00000762939453]"
alg4_reduced_complexity,8,0,0,1718904265416980876,0,4934276603,1553.512758,1541.760215,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 9]","[450.00000858306885, 450.00000858306885, 450.00000858306885]"
alg4_reduced_complexity,9,0,0,1718904270879016626,0,5154346155,1641.173059,1436.224566,104857600,3,2,157286403,52428801,150.00000286102295,"[0, 1, 9]","[500.00000953674316, 500.00000953674316, 500.00000953674316]"
hdfsrs_3_2,0,0,0,1718904278417675552,0,5742092864,124.735913,4142.719128,104857600,2,1.2,174762666,87381377,166.6666660308838,"[1, 9]","[83.33337497711182, 83.33337497711182]"
hdfsrs_3_2,1,0,0,1718904284625604761,0,4704762176,147.22437,2777.701631,104857600,2,1.2,174762666,87381377,166.6666660308838,"[1, 9]","[166.66674995422363, 166.66674995422363]"
hdfsrs_3_2,2,0,0,1718904289827150952,0,3917447587,125.542067,2262.972993,104857600,2,1.2,174762666,87381377,166.6666660308838,"[1, 9]","[250.00012493133545, 250.00012493133545]"
hdfsrs_3_2,3,0,0,1718904294263679880,0,6503657187,129.729636,4480.102536,104857600,2,1.2,174762666,87381377,166.6666660308838,"[1, 9]","[333.33349990844727, 333.33349990844727]"
hdfsrs_3_2,4,0,0,1718904301232706412,0,3781215798,123.189311,2188.873563,104857600,2,1.2,174762666,87381377,166.6666660308838,"[1, 9]","[416.6668748855591, 416.6668748855591]"
hdfsrs_3_2,5,0,0,1718904305452838274,0,4293695240,126.866024,2299.008983,104857600,2,1.2,174762666,87381377,166.6666660308838,"[1, 9]","[500.0002498626709, 500.0002498626709]"
hdfsrs_3_2,6,0,0,1718904310224222365,0,3678374035,120.159457,2040.273991,104857600,2,1.2,174762666,87381377,166.6666660308838,"[1, 9]","[583.3336248397827, 583.3336248397827]"
hdfsrs_3_2,7,0,0,1718904314344894493,0,4491947977,118.584074,2864.991795,104857600,2,1.2,174762666,87381377,166.6666660308838,"[1, 9]","[666.6669998168945, 666.6669998168945]"
hdfsrs_3_2,8,0,0,1718904319277223206,0,3809338764,120.469862,2150.71934,104857600,2,1.2,174762666,87381377,166.6666660308838,"[1, 9]","[750.0003747940063, 750.0003747940063]"
hdfsrs_3_2,9,0,0,1718904323537897481,0,5799789845,118.812556,4189.840484,104857600,2,1.2,174762666,87381377,166.6666660308838,"[1, 9]","[833.3337497711182, 833.3337497711182]"
hdfsrs_6_3,0,0,0,1718904331773500682,0,3358797861,135.13914,1656.362357,104857600,3,2.0,157286400,52428844,150.0,"[0, 1, 9]","[50.00004196166992, 50.00004196166992, 50.00004196166992]"
hdfsrs_6_3,1,0,0,1718904335685610797,0,4218564961,142.014751,2212.327384,104857600,3,2.0,157286400,52428844,150.0,"[0, 1, 9]","[100.00008392333984, 100.00008392333984, 100.00008392333984]"
hdfsrs_6_3,2,0,0,1718904340365894393,0,3336584049,134.578289,1467.915183,104857600,3,2.0,157286400,52428844,150.0,"[0, 1, 9]","[150.00012588500977, 150.00012588500977, 150.00012588500977]"
hdfsrs_6_3,3,0,0,1718904344154685752,0,3276821658,107.968783,1523.346919,104857600,3,2.0,157286400,52428844,150.0,"[0, 1, 9]","[200.0001678466797, 200.0001678466797, 200.0001678466797]"
hdfsrs_6_3,4,0,0,1718904347922233430,0,3241246917,125.380683,1512.312507,104857600,3,2.0,157286400,52428844,150.0,"[0, 1, 9]","[250.0002098083496, 250.0002098083496, 250.0002098083496]"
hdfsrs_6_3,5,0,0,1718904351637151202,0,3460516127,108.427519,1873.902372,104857600,3,2.0,157286400,52428844,150.0,"[0, 1, 9]","[300.00025177001953, 300.00025177001953, 300.00025177001953]"
hdfsrs_6_3,6,0,0,1718904355553797032,0,3279247822,116.109891,1507.149007,104857600,3,2.0,157286400,52428844,150.0,"[0, 1, 9]","[350.00029373168945, 350.00029373168945, 350.00029373168945]"
hdfsrs_6_3,7,0,0,1718904359277091930,0,3176523175,109.265207,1504.648343,104857600,3,2.0,157286400,52428844,150.0,"[0, 1, 9]","[400.0003356933594, 400.0003356933594, 400.0003356933594]"
hdfsrs_6_3,8,0,0,1718904362920879543,0,3255088428,113.285061,1486.122568,104857600,3,2.0,157286400,52428844,150.0,"[0, 1, 9]","[450.0003776550293, 450.0003776550293, 450.0003776550293]"
hdfsrs_6_3,9,0,0,1718904366624743377,0,3217894380,108.672541,1487.926553,104857600,3,2.0,157286400,52428844,150.0,"[0, 1, 9]","[500.0004196166992, 500.0004196166992, 500.0004196166992]"
hdfsrs_10_4,0,0,0,1718904372338097761,0,2894550694,102.45892,1272.465301,104857600,4,2.857142857142857,146800640,36700204,140.0,"[0, 1, 8, 9]","[35.00004196166992, 35.00004196166992, 35.00004196166992, 35.00004196166992]"
hdfsrs_10_4,1,0,0,1718904375684117430,0,2981844843,111.542313,1318.412057,104857600,4,2.857142857142857,146800640,36700204,140.0,"[0, 1, 8, 9]","[70.00008392333984, 70.00008392333984, 70.00008392333984, 70.00008392333984]"
hdfsrs_10_4,2,0,0,1718904379124922529,0,2973750718,82.687203,1387.875691,104857600,4,2.857142857142857,146800640,36700204,140.0,"[0, 1, 8, 9]","[105.00012588500977, 105.00012588500977, 105.00012588500977, 105.00012588500977]"
hdfsrs_10_4,3,0,0,1718904382562363770,0,3159916995,102.036284,1538.349734,104857600,4,2.857142857142857,146800640,36700204,140.0,"[0, 1, 8, 9]","[140.0001678466797, 140.0001678466797, 140.0001678466797, 140.0001678466797]"
hdfsrs_10_4,4,0,0,1718904386178993212,0,2877216537,93.715594,1267.343523,104857600,4,2.857142857142857,146800640,36700204,140.0,"[0, 1, 8, 9]","[175.0002098083496, 175.0002098083496, 175.0002098083496, 175.0002098083496]"
hdfsrs_10_4,5,0,0,1718904389509668302,0,3057313018,105.345715,1419.877851,104857600,4,2.857142857142857,146800640,36700204,140.0,"[0, 1, 8, 9]","[210.00025177001953, 210.00025177001953, 210.00025177001953, 210.00025177001953]"
hdfsrs_10_4,6,0,0,1718904393025390433,0,3004854727,80.836552,1369.487913,104857600,4,2.857142857142857,146800640,36700204,140.0,"[0, 1, 8, 9]","[245.00029373168945, 245.00029373168945, 245.00029373168945, 245.00029373168945]"
hdfsrs_10_4,7,0,0,1718904396470782734,0,3094455843,101.967571,1349.955347,104857600,4,2.857142857142857,146800640,36700204,140.0,"[0, 1, 8, 9]","[280.0003356933594, 280.0003356933594, 280.0003356933594, 280.0003356933594]"
hdfsrs_10_4,8,0,0,1718904400018784918,0,2888661136,82.968845,1350.924075,104857600,4,2.857142857142857,146800640,36700204,140.0,"[0, 1, 8, 9]","[315.0003776550293, 315.0003776550293, 315.0003776550293, 315.0003776550293]"
hdfsrs_10_4,9,0,0,1718904403347964789,0,2999609527,100.858544,1544.405099,104857600,4,2.857142857142857,146800640,36700204,140.0,"[0, 1, 8, 9]","[350.0004196166992, 350.0004196166992, 350.0004196166992, 350.0004196166992]"
vandermonders_3_2,0,0,0,1718904408776588511,0,48920653462,45306.89643,2106.826083,104857600,2,1.2,174762666,87381377,166.6666660308838,"[1, 9]","[83.33337497711182, 83.33337497711182]"
vandermonders_3_2,1,0,0,1718904458142747240,0,48955092912,45465.324204,1921.030164,104857600,2,1.2,174762666,87381377,166.6666660308838,"[1, 9]","[166.66674995422363, 166.66674995422363]"
