ID, Size, Total Transfer Time, Transfer Time Parralelized, Chunking Time, N, K, Total Read Time, Read Time Parralelized, Reconstruct Time
20, 123.300003, 1.621531, 0.592788, 3.421936, 3, 1, 1.474545, 0.610396, 78.064272
21, 9.400000, 0.123620, 0.045192, 0.263034, 3, 1, 0.112415, 0.046535, 4.066568
22, 92.199997, 1.212531, 0.443269, 2.558820, 3, 1, 1.102620, 0.456436, 58.374091
23, 124.000000, 1.630736, 0.596154, 3.441363, 3, 1, 1.482916, 0.613861, 78.507457
24, 203.500000, 2.676249, 0.978365, 5.691799, 3, 1, 2.433657, 1.007426, 107.956757
25, 110.900002, 1.458457, 0.533173, 3.077800, 3, 1, 1.326254, 0.549010, 70.213525
26, 124.599998, 1.638627, 0.599038, 3.458015, 3, 1, 1.490092, 0.616832, 78.887331
27, 187.199997, 2.461886, 0.900000, 5.235896, 3, 1, 2.238725, 0.926733, 99.309605
28, 75.099998, 0.987648, 0.361058, 2.107500, 3, 1, 0.898121, 0.371782, 31.735448
29, 153.399994, 2.017379, 0.737500, 4.290525, 3, 1, 1.834511, 0.759406, 81.378702
30, 2.200000, 0.028932, 0.010577, 0.061533, 3, 1, 0.026310, 0.010891, 1.167100
31, 157.899994, 2.076559, 0.759135, 4.416388, 3, 1, 1.888327, 0.781683, 83.765952
32, 113.500000, 1.492650, 0.545673, 3.149957, 3, 1, 1.357347, 0.561881, 71.859648
33, 74.199997, 0.975812, 0.356731, 2.082244, 3, 1, 0.887358, 0.367327, 31.355129
34, 72.199997, 0.949509, 0.347115, 2.026119, 3, 1, 0.863440, 0.357426, 30.509978
35, 6.600000, 0.086797, 0.031731, 0.184683, 3, 1, 0.078929, 0.032673, 2.855250
36, 15.900000, 0.209102, 0.076442, 0.444918, 3, 1, 0.190148, 0.078713, 6.878556
37, 16.100000, 0.211733, 0.077404, 0.450515, 3, 1, 0.192540, 0.079703, 6.965079
38, 10.300000, 0.135456, 0.049519, 0.288218, 3, 1, 0.123178, 0.050990, 4.455920
39, 10.600000, 0.139402, 0.050962, 0.296612, 3, 1, 0.126765, 0.052475, 4.585704
40, 13.600000, 0.178855, 0.065385, 0.380559, 3, 1, 0.162642, 0.067327, 5.883545
41, 517.799988, 6.809640, 2.489423, 14.539090, 3, 1, 6.192372, 2.563366, 322.360158
42, 447.700012, 5.887748, 2.152404, 12.570782, 3, 1, 5.354046, 2.216337, 278.718907
43, 112.500000, 1.479499, 0.540865, 3.122204, 3, 1, 1.345388, 0.556931, 71.226524
44, 532.099976, 6.997700, 2.558173, 14.940613, 3, 1, 6.363386, 2.634158, 331.262719
45, 56.700001, 0.745667, 0.272596, 1.591149, 3, 1, 0.678076, 0.280693, 23.960053
46, 57.000000, 0.749613, 0.274038, 1.599568, 3, 1, 0.681663, 0.282178, 24.086825
47, 57.599998, 0.757503, 0.276923, 1.616405, 3, 1, 0.688839, 0.285149, 24.340370
48, 117.699997, 1.547884, 0.565865, 3.266520, 3, 1, 1.407575, 0.582673, 74.518770
49, 136.800003, 1.799071, 0.657692, 3.796601, 3, 1, 1.635992, 0.677228, 86.611455
50, 149.000000, 1.959514, 0.716346, 4.135186, 3, 1, 1.781892, 0.737624, 94.335573
51, 112.199997, 1.475553, 0.539423, 3.113878, 3, 1, 1.341800, 0.555446, 71.036584
52, 1.700000, 0.022357, 0.008173, 0.047180, 3, 1, 0.020330, 0.008416, 1.076312
53, 86.500000, 1.137570, 0.415865, 2.400628, 3, 1, 1.034454, 0.428218, 54.765283
54, 89.000000, 1.170448, 0.427885, 2.470011, 3, 1, 1.064351, 0.440594, 56.348094
55, 26.500000, 0.348504, 0.127404, 0.741531, 3, 1, 0.316914, 0.131188, 11.464260
56, 8.600000, 0.113099, 0.041346, 0.240648, 3, 1, 0.102847, 0.042574, 3.720477
57, 4.000000, 0.052604, 0.019231, 0.111929, 3, 1, 0.047836, 0.019802, 1.730454
58, 160.000000, 2.104176, 0.769231, 4.475124, 3, 1, 1.913441, 0.792079, 84.880006
59, 7.500000, 0.098633, 0.036058, 0.209867, 3, 1, 0.089693, 0.037129, 3.244602
60, 6.500000, 0.085482, 0.031250, 0.181885, 3, 1, 0.077734, 0.032178, 2.811988
61, 6.300000, 0.082852, 0.030288, 0.176288, 3, 1, 0.075342, 0.031188, 2.725466
62, 154.600006, 2.033160, 0.743269, 4.324089, 3, 1, 1.848862, 0.765347, 82.015309
63, 74.099998, 0.974497, 0.356250, 2.079438, 3, 1, 0.886162, 0.366832, 31.312872
64, 2.200000, 0.028932, 0.010577, 0.061738, 3, 1, 0.026310, 0.010891, 0.929667
65, 152.899994, 2.010803, 0.735096, 4.276541, 3, 1, 1.828532, 0.756931, 81.113452
66, 72.300003, 0.950825, 0.347596, 2.028925, 3, 1, 0.864636, 0.357921, 30.552238
67, 190.000000, 2.498709, 0.913462, 5.314210, 3, 1, 2.272211, 0.940594, 100.795007
68, 123.199997, 1.620216, 0.592308, 3.419161, 3, 1, 1.473349, 0.609901, 78.000955
69, 214.699997, 2.823541, 1.032212, 6.005058, 3, 1, 2.567598, 1.062871, 113.898356
70, 13.100000, 0.172279, 0.062981, 0.366568, 3, 1, 0.156663, 0.064851, 5.667238
71, 2.000000, 0.026302, 0.009615, 0.055965, 3, 1, 0.023918, 0.009901, 0.865227
72, 186.000000, 2.446105, 0.894231, 5.202332, 3, 1, 2.224375, 0.920792, 98.673007
73, 119.900002, 1.576817, 0.576442, 3.327576, 3, 1, 1.433885, 0.593564, 75.911647
74, 123.300003, 1.621531, 0.592788, 3.421936, 3, 1, 1.474545, 0.610396, 78.064272
75, 51.200001, 0.673336, 0.246154, 1.436805, 3, 1, 0.612301, 0.253465, 21.635886
76, 73.099998, 0.961345, 0.351442, 2.051375, 3, 1, 0.874203, 0.361881, 30.890297
77, 7.600000, 0.099948, 0.036538, 0.212665, 3, 1, 0.090888, 0.037624, 3.287863
78, 63.900002, 0.840355, 0.307212, 1.793200, 3, 1, 0.764180, 0.316337, 27.002600
79, 1.800000, 0.023672, 0.008654, 0.050513, 3, 1, 0.021526, 0.008911, 0.760637
80, 85.300003, 1.121789, 0.410096, 2.367325, 3, 1, 1.020103, 0.422277, 54.005535
81, 118.500000, 1.558405, 0.569712, 3.288722, 3, 1, 1.417142, 0.586634, 75.025271
82, 164.399994, 2.162041, 0.790385, 4.598190, 3, 1, 1.966060, 0.813861, 87.214203
83, 2.300000, 0.030248, 0.011058, 0.064330, 3, 1, 0.027506, 0.011386, 1.220150
84, 160.300003, 2.108121, 0.770673, 4.483515, 3, 1, 1.917028, 0.793564, 85.039157
85, 71.000000, 0.933728, 0.341346, 1.992444, 3, 1, 0.849089, 0.351485, 30.002888
86, 191.399994, 2.517120, 0.920192, 5.353367, 3, 1, 2.288953, 0.947525, 101.537704
87, 124.199997, 1.633367, 0.597115, 3.446914, 3, 1, 1.485308, 0.614851, 78.634080
88, 214.600006, 2.822226, 1.031731, 6.002261, 3, 1, 2.566402, 1.062376, 113.845311
89, 122.099998, 1.605749, 0.587019, 3.388633, 3, 1, 1.460194, 0.604455, 77.304519
90, 2.100000, 0.027617, 0.010096, 0.058281, 3, 1, 0.025114, 0.010396, 1.329562
91, 193.399994, 2.543423, 0.929808, 5.409307, 3, 1, 2.312871, 0.957426, 102.598704
92, 121.599998, 1.599174, 0.584615, 3.374756, 3, 1, 1.454215, 0.601980, 76.987957
93, 199.199997, 2.619699, 0.957692, 5.571530, 3, 1, 2.382234, 0.986139, 105.675605
94, 70.199997, 0.923207, 0.337500, 1.969994, 3, 1, 0.839522, 0.347525, 29.664826
95, 51.400002, 0.675967, 0.247115, 1.442417, 3, 1, 0.614693, 0.254455, 21.720401
96, 62.700001, 0.824574, 0.301442, 1.759524, 3, 1, 0.749830, 0.310396, 26.495508
97, 135.899994, 1.787234, 0.653365, 3.771623, 3, 1, 1.625229, 0.672772, 86.041637
98, 73.099998, 0.961345, 0.351442, 2.051375, 3, 1, 0.874203, 0.361881, 30.890297
99, 161.300003, 2.121272, 0.775481, 4.511485, 3, 1, 1.928987, 0.798515, 85.569657
100, 73.699997, 0.969236, 0.354327, 2.068213, 3, 1, 0.881379, 0.364851, 31.143841
101, 188.300003, 2.476352, 0.905288, 5.266662, 3, 1, 2.251880, 0.932178, 99.893158
102, 2.200000, 0.028932, 0.010577, 0.061533, 3, 1, 0.026310, 0.010891, 1.167100
103, 155.699997, 2.047626, 0.748558, 4.354855, 3, 1, 1.862017, 0.770792, 82.598854
104, 121.099998, 1.592598, 0.582212, 3.360880, 3, 1, 1.448235, 0.599505, 76.671395
105, 187.199997, 2.461886, 0.900000, 5.235896, 3, 1, 2.238725, 0.926733, 99.309605
106, 213.899994, 2.813020, 1.028365, 5.982682, 3, 1, 2.558031, 1.058911, 113.473954
107, 52.099998, 0.685172, 0.250481, 1.462061, 3, 1, 0.623064, 0.257921, 22.016203
108, 131.199997, 1.725424, 0.630769, 3.641184, 3, 1, 1.569021, 0.649505, 83.065953
109, 2.100000, 0.027617, 0.010096, 0.058281, 3, 1, 0.025114, 0.010396, 1.329562
110, 191.500000, 2.518436, 0.920673, 5.356165, 3, 1, 2.290149, 0.948020, 101.590757
111, 121.000000, 1.591283, 0.581731, 3.358104, 3, 1, 1.447039, 0.599010, 76.608083
112, 49.400002, 0.649664, 0.237500, 1.386292, 3, 1, 0.590775, 0.244554, 20.875249
113, 137.300003, 1.805646, 0.660096, 3.810477, 3, 1, 1.641971, 0.679703, 86.928017
114, 72.300003, 0.950825, 0.347596, 2.028925, 3, 1, 0.864636, 0.357921, 30.552238
115, 73.800003, 0.970551, 0.354808, 2.071019, 3, 1, 0.882575, 0.365347, 31.186102
116, 32.299999, 0.424781, 0.155288, 0.906422, 3, 1, 0.386276, 0.159901, 13.649201
117, 17.200001, 0.226199, 0.082692, 0.481295, 3, 1, 0.205695, 0.085149, 7.440954
118, 266.700012, 3.507399, 1.282212, 7.459473, 3, 1, 3.189466, 1.320297, 141.484366
119, 243.300003, 3.199663, 1.169712, 6.804986, 3, 1, 2.909626, 1.204455, 129.070660
120, 11.900000, 0.156498, 0.057212, 0.332989, 3, 1, 0.142312, 0.058911, 5.148101
121, 120.500000, 1.584708, 0.579327, 3.344228, 3, 1, 1.441060, 0.596535, 76.291521
122, 2.400000, 0.031563, 0.011538, 0.066607, 3, 1, 0.028702, 0.011881, 1.519499
123, 152.199997, 2.001597, 0.731731, 4.256962, 3, 1, 1.820160, 0.753465, 80.742104
124, 157.100006, 2.066038, 0.755288, 4.394013, 3, 1, 1.878760, 0.777723, 83.341559
125, 189.500000, 2.492133, 0.911058, 5.300226, 3, 1, 2.266231, 0.938119, 100.529757
126, 121.400002, 1.596544, 0.583654, 3.369206, 3, 1, 1.451823, 0.600990, 76.861334
127, 196.399994, 2.582876, 0.944231, 5.493215, 3, 1, 2.348748, 0.972277, 104.190204
128, 2.100000, 0.027617, 0.010096, 0.058736, 3, 1, 0.025114, 0.010396, 1.114050
129, 68.800003, 0.904796, 0.330769, 1.930706, 3, 1, 0.822779, 0.340594, 29.073222
130, 247.000000, 3.248322, 1.187500, 6.908473, 3, 1, 2.953874, 1.222772, 131.033509
131, 2.200000, 0.028932, 0.010577, 0.061533, 3, 1, 0.026310, 0.010891, 1.167100
132, 133.300003, 1.753042, 0.640865, 3.699465, 3, 1, 1.594135, 0.659901, 84.395518
133, 191.699997, 2.521066, 0.921635, 5.361758, 3, 1, 2.292541, 0.949010, 101.696855
134, 2.100000, 0.027617, 0.010096, 0.058736, 3, 1, 0.025114, 0.010396, 1.114050
135, 213.199997, 2.803815, 1.025000, 5.963103, 3, 1, 2.549660, 1.055446, 113.102606
136, 124.099998, 1.632052, 0.596635, 3.444138, 3, 1, 1.484112, 0.614356, 78.570769
137, 138.199997, 1.817482, 0.664423, 3.835455, 3, 1, 1.652734, 0.684158, 87.497825
138, 52.299999, 0.687803, 0.251442, 1.467673, 3, 1, 0.625456, 0.258911, 22.100718
139, 48.599998, 0.639143, 0.233654, 1.363842, 3, 1, 0.581208, 0.240594, 20.537187
140, 146.500000, 1.926636, 0.704327, 4.065804, 3, 1, 1.751994, 0.725248, 92.752762
141, 70.500000, 0.927153, 0.338942, 1.978413, 3, 1, 0.843110, 0.349010, 29.791600
142, 74.300003, 0.977127, 0.357212, 2.085051, 3, 1, 0.888554, 0.367822, 31.397390
143, 51.700001, 0.679912, 0.248558, 1.450836, 3, 1, 0.618281, 0.255941, 21.847174
144, 2.500000, 0.032878, 0.012019, 0.070156, 3, 1, 0.029898, 0.012376, 1.056440
145, 154.600006, 2.033160, 0.743269, 4.324089, 3, 1, 1.848862, 0.765347, 82.015309
146, 67.800003, 0.891645, 0.325962, 1.902644, 3, 1, 0.810820, 0.335644, 28.650646
147, 158.300003, 2.081819, 0.761058, 4.427576, 3, 1, 1.893110, 0.783663, 83.978157
148, 192.300003, 2.528957, 0.924519, 5.378540, 3, 1, 2.299716, 0.951980, 102.015158
149, 132.699997, 1.745151, 0.637981, 3.682814, 3, 1, 1.586960, 0.656931, 84.015640
150, 2.200000, 0.028932, 0.010577, 0.061056, 3, 1, 0.026310, 0.010891, 1.392874
151, 124.599998, 1.638627, 0.599038, 3.458015, 3, 1, 1.490092, 0.616832, 78.887331
152, 227.000000, 2.985300, 1.091346, 6.349083, 3, 1, 2.714694, 1.123762, 120.423508
153, 134.500000, 1.768823, 0.646635, 3.732769, 3, 1, 1.608486, 0.665842, 85.155266
154, 212.800003, 2.798554, 1.023077, 5.951916, 3, 1, 2.544876, 1.053465, 112.890409
155, 124.400002, 1.635997, 0.598077, 3.452464, 3, 1, 1.487700, 0.615842, 78.760708
156, 2.300000, 0.030248, 0.011058, 0.063832, 3, 1, 0.027506, 0.011386, 1.456187
157, 188.600006, 2.480298, 0.906731, 5.275053, 3, 1, 2.255468, 0.933663, 100.052310
158, 184.800003, 2.430323, 0.888462, 5.168769, 3, 1, 2.210024, 0.914852, 98.036408
159, 133.800003, 1.759617, 0.643269, 3.713342, 3, 1, 1.600115, 0.662376, 84.712081
160, 2.200000, 0.028932, 0.010577, 0.061056, 3, 1, 0.026310, 0.010891, 1.392874
161, 67.099998, 0.882439, 0.322596, 1.883000, 3, 1, 0.802449, 0.332178, 28.354841
162, 74.199997, 0.975812, 0.356731, 2.082244, 3, 1, 0.887358, 0.367327, 31.355129
163, 50.299999, 0.661500, 0.241827, 1.411548, 3, 1, 0.601538, 0.249010, 21.255567
164, 146.800003, 1.930582, 0.705769, 4.074130, 3, 1, 1.755582, 0.726733, 92.942701
165, 67.400002, 0.886384, 0.324038, 1.891419, 3, 1, 0.806037, 0.333663, 28.481615
166, 80.699997, 1.061294, 0.387981, 2.239661, 3, 1, 0.965092, 0.399505, 51.093158
167, 73.800003, 0.970551, 0.354808, 2.071019, 3, 1, 0.882575, 0.365347, 31.186102
168, 2.400000, 0.031563, 0.011538, 0.067350, 3, 1, 0.028702, 0.011881, 1.014182
169, 149.300003, 1.963459, 0.717788, 4.143512, 3, 1, 1.785479, 0.739109, 94.525513
170, 154.199997, 2.027900, 0.741346, 4.312901, 3, 1, 1.844078, 0.763366, 81.803104
171, 184.000000, 2.419802, 0.884615, 5.146393, 3, 1, 2.200457, 0.910891, 97.612007
172, 134.600006, 1.770138, 0.647115, 3.735544, 3, 1, 1.609682, 0.666337, 85.218582
173, 2.300000, 0.030248, 0.011058, 0.063832, 3, 1, 0.027506, 0.011386, 1.456187
174, 2.500000, 0.032878, 0.012019, 0.069382, 3, 1, 0.029898, 0.012376, 1.582812
175, 139.399994, 1.833263, 0.670192, 3.868758, 3, 1, 1.667085, 0.690099, 88.257573
176, 140.699997, 1.850360, 0.676442, 3.904837, 3, 1, 1.682632, 0.696535, 89.080637
177, 116.099998, 1.526843, 0.558173, 3.222115, 3, 1, 1.388440, 0.574752, 73.505771
178, 213.199997, 2.803815, 1.025000, 5.963103, 3, 1, 2.549660, 1.055446, 113.102606
179, 132.199997, 1.738575, 0.635577, 3.668937, 3, 1, 1.580980, 0.654455, 83.699077
180, 2.400000, 0.031563, 0.011538, 0.066607, 3, 1, 0.028702, 0.011881, 1.519499
181, 185.600006, 2.440844, 0.892308, 5.191145, 3, 1, 2.219591, 0.918812, 98.460810
182, 185.800003, 2.443474, 0.893269, 5.196738, 3, 1, 2.221983, 0.919802, 98.566908
183, 236.699997, 3.112865, 1.137981, 6.620387, 3, 1, 2.830696, 1.171782, 125.569357
184, 73.599998, 0.967921, 0.353846, 2.065407, 3, 1, 0.880183, 0.364356, 31.101585
185, 58.299999, 0.766709, 0.280288, 1.636049, 3, 1, 0.697210, 0.288614, 24.636174
186, 78.099998, 1.027101, 0.375481, 2.167504, 3, 1, 0.933998, 0.386634, 49.447034
187, 149.600006, 1.967405, 0.719231, 4.151838, 3, 1, 1.789067, 0.740594, 94.715452
188, 128.800003, 1.693862, 0.619231, 3.574577, 3, 1, 1.540320, 0.637624, 81.546457
189, 86.599998, 1.138885, 0.416346, 2.403404, 3, 1, 1.035650, 0.428713, 54.828594
190, 50.200001, 0.660185, 0.241346, 1.408742, 3, 1, 0.600342, 0.248515, 21.213310
191, 144.699997, 1.902964, 0.695673, 4.015849, 3, 1, 1.730468, 0.716337, 91.613135
192, 70.000000, 0.920577, 0.336538, 1.964381, 3, 1, 0.837130, 0.346535, 29.580312
193, 159.699997, 2.100231, 0.767788, 4.466734, 3, 1, 1.909853, 0.790594, 84.720854
194, 189.800003, 2.496079, 0.912500, 5.308616, 3, 1, 2.269819, 0.939604, 100.688908
195, 132.399994, 1.741206, 0.636538, 3.674488, 3, 1, 1.583372, 0.655446, 83.825700
196, 2.100000, 0.027617, 0.010096, 0.058281, 3, 1, 0.025114, 0.010396, 1.329562
197, 2.400000, 0.031563, 0.011538, 0.066607, 3, 1, 0.028702, 0.011881, 1.519499
198, 246.100006, 3.236486, 1.183173, 6.883301, 3, 1, 2.943111, 1.218317, 130.556062
199, 123.300003, 1.621531, 0.592788, 3.421936, 3, 1, 1.474545, 0.610396, 78.064272
200, 139.100006, 1.829318, 0.668750, 3.860433, 3, 1, 1.663497, 0.688614, 88.067643
201, 190.699997, 2.507915, 0.916827, 5.333789, 3, 1, 2.280582, 0.944059, 101.166355
202, 2.400000, 0.031563, 0.011538, 0.067127, 3, 1, 0.028702, 0.011881, 1.273200
203, 138.000000, 1.814852, 0.663462, 3.829904, 3, 1, 1.650343, 0.683168, 87.371202
204, 2.200000, 0.028932, 0.010577, 0.061056, 3, 1, 0.026310, 0.010891, 1.392874
205, 116.300003, 1.529473, 0.559135, 3.227666, 3, 1, 1.390832, 0.575743, 73.632399
206, 214.300003, 2.818281, 1.030288, 5.993870, 3, 1, 2.562815, 1.060891, 113.686159
207, 183.899994, 2.418487, 0.884135, 5.143596, 3, 1, 2.199261, 0.910396, 97.558953
208, 56.299999, 0.740407, 0.270673, 1.579924, 3, 1, 0.673292, 0.278713, 23.791022
209, 161.500000, 2.123903, 0.776442, 4.517079, 3, 1, 1.931379, 0.799505, 85.675756
210, 73.699997, 0.969236, 0.354327, 2.068213, 3, 1, 0.881379, 0.364851, 31.143841
211, 49.500000, 0.650979, 0.237981, 1.389098, 3, 1, 0.591971, 0.245050, 20.917506
212, 133.800003, 1.759617, 0.643269, 3.713342, 3, 1, 1.600115, 0.662376, 84.712081
213, 86.800003, 1.141516, 0.417308, 2.408954, 3, 1, 1.038042, 0.429703, 54.955222
214, 146.000000, 1.920061, 0.701923, 4.051928, 3, 1, 1.746015, 0.722772, 92.436199
215, 133.500000, 1.755672, 0.641827, 3.705016, 3, 1, 1.596527, 0.660891, 84.522141
216, 2.400000, 0.031563, 0.011538, 0.066607, 3, 1, 0.028702, 0.011881, 1.519499
217, 143.899994, 1.892443, 0.691827, 3.993646, 3, 1, 1.720901, 0.712376, 91.106634
218, 69.000000, 0.907426, 0.331731, 1.936319, 3, 1, 0.825171, 0.341584, 29.157736
219, 153.100006, 2.013434, 0.736058, 4.282135, 3, 1, 1.830924, 0.757921, 81.219559
220, 181.300003, 2.384294, 0.871635, 5.070875, 3, 1, 2.168167, 0.897525, 96.179658
221, 178.000000, 2.340896, 0.855769, 4.978576, 3, 1, 2.128703, 0.881188, 94.429006
222, 2.200000, 0.028932, 0.010577, 0.061533, 3, 1, 0.026310, 0.010891, 1.167100
223, 133.899994, 1.760932, 0.643750, 3.716117, 3, 1, 1.601311, 0.662871, 84.775387
224, 250.000000, 3.287775, 1.201923, 6.992382, 3, 1, 2.989751, 1.237624, 132.625009
225, 146.100006, 1.921376, 0.702404, 4.054703, 3, 1, 1.747211, 0.723267, 92.499516
226, 212.600006, 2.795924, 1.022115, 5.946322, 3, 1, 2.542484, 1.052475, 112.784311
227, 118.300003, 1.555775, 0.568750, 3.283172, 3, 1, 1.414750, 0.585644, 74.898648
228, 183.300003, 2.410597, 0.881250, 5.126815, 3, 1, 2.192085, 0.907426, 97.240658
229, 140.699997, 1.850360, 0.676442, 3.904837, 3, 1, 1.682632, 0.696535, 89.080637
230, 2.500000, 0.032878, 0.012019, 0.069382, 3, 1, 0.029898, 0.012376, 1.582812
231, 2.300000, 0.030248, 0.011058, 0.063832, 3, 1, 0.027506, 0.011386, 1.456187
232, 163.199997, 2.146260, 0.784615, 4.564627, 3, 1, 1.951709, 0.807921, 86.577604
233, 73.099998, 0.961345, 0.351442, 2.051375, 3, 1, 0.874203, 0.361881, 30.890297
234, 65.099998, 0.856137, 0.312981, 1.826875, 3, 1, 0.778531, 0.322277, 27.509690
235, 149.399994, 1.964774, 0.718269, 4.146287, 3, 1, 1.786675, 0.739604, 94.588819
236, 127.099998, 1.671505, 0.611058, 3.527397, 3, 1, 1.519989, 0.629208, 80.470143
237, 87.800003, 1.154667, 0.422115, 2.436707, 3, 1, 1.050001, 0.434653, 55.588347
238, 50.299999, 0.661500, 0.241827, 1.411548, 3, 1, 0.601538, 0.249010, 21.255567
239, 2.400000, 0.031563, 0.011538, 0.067350, 3, 1, 0.028702, 0.011881, 1.014182
240, 159.600006, 2.098916, 0.767308, 4.463937, 3, 1, 1.908657, 0.790099, 84.667809
241, 164.399994, 2.162041, 0.790385, 4.598190, 3, 1, 1.966060, 0.813861, 87.214203
242, 182.600006, 2.401391, 0.877885, 5.107236, 3, 1, 2.183714, 0.903960, 96.869310
243, 191.800003, 2.522381, 0.922115, 5.364556, 3, 1, 2.293737, 0.949505, 101.749908
244, 135.100006, 1.776714, 0.649519, 3.749421, 3, 1, 1.615661, 0.668812, 85.535145
245, 2.200000, 0.028932, 0.010577, 0.061056, 3, 1, 0.026310, 0.010891, 1.392874
246, 66.099998, 0.869288, 0.317788, 1.854937, 3, 1, 0.790490, 0.327228, 27.932265
247, 134.699997, 1.771453, 0.647596, 3.738319, 3, 1, 1.610878, 0.666832, 85.281889
248, 128.600006, 1.691232, 0.618269, 3.569027, 3, 1, 1.537928, 0.636634, 81.419834
249, 212.800003, 2.798554, 1.023077, 5.951916, 3, 1, 2.544876, 1.053465, 112.890409
250, 130.100006, 1.710958, 0.625481, 3.610656, 3, 1, 1.555866, 0.644059, 82.369521
251, 2.400000, 0.031563, 0.011538, 0.066607, 3, 1, 0.028702, 0.011881, 1.519499
252, 183.699997, 2.415857, 0.883173, 5.138002, 3, 1, 2.196869, 0.909406, 97.452855
253, 138.399994, 1.820112, 0.665385, 3.841005, 3, 1, 1.655126, 0.685148, 87.624448
254, 2.400000, 0.031563, 0.011538, 0.066607, 3, 1, 0.028702, 0.011881, 1.519499
255, 245.800003, 3.232540, 1.181731, 6.874910, 3, 1, 2.939523, 1.216832, 130.396910
256, 74.500000, 0.979757, 0.358173, 2.090663, 3, 1, 0.890946, 0.368812, 31.481903
257, 63.200001, 0.831150, 0.303846, 1.773556, 3, 1, 0.755809, 0.312871, 26.706796
258, 178.199997, 2.343526, 0.856731, 4.984170, 3, 1, 2.131094, 0.882178, 94.535105
259, 147.899994, 1.945048, 0.711058, 4.104658, 3, 1, 1.768737, 0.732178, 93.639132
260, 134.000000, 1.762247, 0.644231, 3.718892, 3, 1, 1.602507, 0.663366, 84.838704
261, 87.599998, 1.152036, 0.421154, 2.431156, 3, 1, 1.047609, 0.433663, 55.461719
262, 49.299999, 0.648349, 0.237019, 1.383486, 3, 1, 0.589579, 0.244059, 20.832991
263, 131.399994, 1.728054, 0.631731, 3.646735, 3, 1, 1.571413, 0.650495, 83.192576
264, 2.300000, 0.030248, 0.011058, 0.063832, 3, 1, 0.027506, 0.011386, 1.456187
265, 135.800003, 1.785919, 0.652885, 3.768848, 3, 1, 1.624033, 0.672277, 85.978330
266, 65.400002, 0.860082, 0.314423, 1.835293, 3, 1, 0.782119, 0.323762, 27.636464
267, 161.300003, 2.121272, 0.775481, 4.511485, 3, 1, 1.928987, 0.798515, 85.569657
268, 179.899994, 2.365883, 0.864904, 5.031718, 3, 1, 2.151425, 0.890594, 95.436953
269, 2.300000, 0.030248, 0.011058, 0.064330, 3, 1, 0.027506, 0.011386, 1.220150
270, 188.899994, 2.484243, 0.908173, 5.283444, 3, 1, 2.259056, 0.935148, 100.211453
271, 253.399994, 3.332489, 1.218269, 7.087478, 3, 1, 3.030411, 1.254455, 134.428706
272, 149.199997, 1.962144, 0.717308, 4.140737, 3, 1, 1.784283, 0.738614, 94.462196
273, 135.399994, 1.780659, 0.650962, 3.757746, 3, 1, 1.619249, 0.670297, 85.725074
274, 136.000000, 1.788550, 0.653846, 3.774398, 3, 1, 1.626425, 0.673267, 86.104953
275, 206.500000, 2.715702, 0.992788, 5.775708, 3, 1, 2.469534, 1.022277, 109.548257
276, 119.000000, 1.564981, 0.572115, 3.302598, 3, 1, 1.423121, 0.589109, 75.341834
